symbol	FemxI.DMSO	FemxI.G007.LK	FemxV.DMSO	FemxV.G007.LK	MeWo.DMSO	MeWo.G007.LK	Skmel28.DMSO	Skmel28.G007.LK	WM115.DMSO	WM115.G007.LK	WM1341.DMSO	WM1341.G007.LK	WM1382.DMSO	WM1382.G007.LK	WM239.DMSO	WM239.G007.LK	WM35.DMSO	WM35.G007.LK	A375.DMSO	A375.G007.LK	WM1366.DMSO	WM1366.G007.LK	WM793.DMSO	WM793.G007.LK	WM852.DMSO	WM852.G007.LK
PRDX2	1479	3420.000606	4886	5129	3409.002308	4645.000993	627	504	4217	5035	6131	2858	1	0	4636.005981	4555.008876	4284	3512.001607	4286.001825	7119.00503	2377.003384	2312	2517.996092	3247.001551	1928	2007
PRKG1	50	143	42	56	381	503	29	56	4	4	138	72	373	343	4	3	286	243	9	19	204	177	131	180	7	10
PROX2	1	3.041980293	0	2	2	3.288492589	1	1	9.342273469	3.200330765	9.437487536	0	8.981581542	6.185249401	5.250333165	4.147292473	3	5	1	1	2	1	0	5.603861356	5.286466286	11.46984022
PSD2	3	11	10	19	5	2	40	52	6	18	1	3	79	110	12	5	38	53	5	3	1	0	9	7	1	2
PTCH2	7	15	9	7	5	2	25	13	22	19	11	6	9	9	26	26	19	13	33	25	6	5	22	39	47	33
PTCHD1	4.012665982	8.15484411	11.45899554	9.407119826	2.013908053	3.070817028	7.153217541	7.236814188	12.97055078	15.32699963	9.750064545	5.145985171	54.63778103	47.12859639	9.313947001	10.08255578	10.14925784	7.674611777	1.043567366	5.440773703	225.3876548	212.2898103	9.573675654	4.139627508	8.149885134	14.49193354
PTPRN	3	14	17	20	12	14	12	14	8	8	0	0	0	2	40	16	2	12	80	141	116	114	167	258	1255	1274
PXDN	0	3.031250646	2.547074632	0	2	9	54	44	6219.988228	7116	3.348645305	2	10589.26771	9528	4560.883021	4064	3085.294829	2475	1135.510828	1568	29	39	15443	20357	47565	51905.33363
PYCARD	1025	2228	1810	1858	22	36	4092	3300	1955	2576	7270	3193	8	2	797	719	1550	1236	1	0	184	204	4	1	212	255
RAB26	28	54	33	56	23	27	78	87	29	36	162	66	1	1	113	83	653	632	200	351	148	176	45	46	289	351
RASGEF1B	0	8.576171666	4.026703041	12.00867082	6.18808066	9.821493215	17.30169695	12.13969142	9.333214963	12.30602047	31.73695343	7.030159303	29.37174527	36.00749432	19.30149084	18.27283287	13.25024231	7.20008231	7.017636803	7.113531463	9.159077804	10.06199198	7.000706935	14.09462403	3.317762898	8.14135978
RDH12	4	15.62856028	4	1	2	2	7.804895484	9.057430338	38.79800963	33.6656529	2.141874069	2	69.42564861	86.34918449	19	9	3	7	4	3.342706997	2	3	0	0	1	0.2634615
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RDH13	18.59550565	18.73582525	16.03703704	12.82962963	43.92920632	28.86666667	18.48227294	18.52004961	15.49296575	15.73496978	14.89788135	6.414814815	22.39907303	15.83893369	6.414816034	25.65925926	44.63809794	73.52501707	6.414814816	3.207407407	12.82981912	4.978493759	0	6.414814815	0	0
RNF144B	453	964.7959015	838.5518686	894.9542397	548.9401753	558	723.9312656	726.8477544	68.78398471	95.6039674	955.544208	410.836167	233.9534838	199	88.5059351	120.8923651	1325.834899	1132.993143	33.18895615	44.87353907	511.7170486	350.610342	58	49.28819747	7.520806776	7.188629343
RNF39	2.333333333	2.166666667	2.25	0.623940678	1.092871095	3.158011637	1.495232772	0.190189599	14.33333333	0	5.222222222	3.666666667	7.25	11.66666667	15.5434322	15	1.75	1.5	3.225211864	0	1.123940678	0	0.856051115	3.609421122	42.25493973	45.92140656
RNF39	2.333333333	2.166666667	2.25	0.623940678	1.092871095	3.158011637	1.495232772	0.190189599	14.33333333	0	5.222222222	3.666666667	7.25	11.66666667	15.5434322	15	1.75	1.5	3.225211864	0	1.123940678	0	0.856051115	3.609421122	42.25493973	45.92140656
RPP25	1968.98366	4265	2769	2930.970253	2023.925952	2258.969626	4440	3863.992833	1516.955096	1908.964825	4718.990111	2276	0	0	2933.887509	2680	1658	1427	1154	1703	532.9629828	505	847	1043.900951	1236	1230
RPS18	0.000743	2.51E-05	0.005284903	7.06E-07	0	3.08E-07	1.61E-05	7.04E-06	1.661857744	0.000204	2.55E-06	2.90E-08	1.55E-07	1.15E-06	0.003425708	3.99E-06	5.89E-07	9.81E-05	1.75E-05	0.050855748	0.000188	8.35E-05	3.53E-05	0.000214	0.001696378	0.896249321
RYR1	2	4	8	7	0	2	11	4	40	52	8	2	8	9	17	15	6	1	23	31	96	92	3	3	140	159
SAMD14	0	9	8	4	4	4	7.059622467	7	36.98853112	37.35845945	6	1	44	23	23.0901539	11.07722526	9	5	46.96583564	67.56557283	0	0	58.21357156	57.9605107	14.33526874	24.58667641
SBSN	1	4	0	1	1	1	13	11	29	44	48	20	3	1	5	1	4	7	13	16	1	5	6	9	6	7
SDK2	2	3	3.000173214	2.108304411	0	3	19	15.00070305	646	800	1	1	1330.032635	1232.976522	5.214301586	3.000034738	109.0032925	89.75791304	17.001084	24	6.137922072	6	15.00130684	9	19.00095698	12.00336989
SERTAD4	104.5	142.5	64.5	46.5	1	3	31	22	510.5	460.5	646.5	211	149	124	34	24.5	2.5	0.5	603.5	850	179	170.5	1697	2948.5	188.5	130.5
SERTAD4	104.5	142.5	64.5	46.5	1	3	31	22	510.5	460.5	646.5	211	149	124	34	24.5	2.5	0.5	603.5	850	179	170.5	1697	2948.5	188.5	130.5
SH3BGRL2	0	1	0	0	60	85	31	38	20	13	16	7	541	529	4	6	35	34	107	157	305	249	69	129	27	32
SHC3	84	200	56	48	0	1	7	8	114	166	0	0	205	227	93	90	11	11	6	9	23	34	70	104	166	203
SHISA2	0	2.330013507	0	2.021775345	2.378771622	3.003923328	31.03487417	31.01278951	1156.166415	1673.247892	1.002508473	0	34.11037774	37.47346086	72.32577061	38.07914476	268.5164053	457.5040055	161.1129212	245.5398112	1.688391823	2.003544639	607.0396521	906.7976781	393.9771695	412.8767416
SLC16A8	2	6	5	5	1	6	27	24	22	25	27	11	18	13	17	11	16	21	12	11	11	13	4	9	0	1
SLC1A1	261	601	412	452	140	217	471	592	418	485	494	265	540	622	579	603	843	811	755	1167	0	0	505	714	1566	1460
SLC24A1	559.1226766	1344.872074	1282.782764	1313.828127	804.5195239	1095.005909	1205.325398	1434.376534	1266.352672	1473.307672	1932.831789	890.2399972	876.0764309	837.0020908	1160.578807	1092.983312	2219.828913	2265.614593	600.4876944	823.025248	607.9991102	523.2515201	194.5575638	267.7045366	325.9428811	388.4722612
SLC26A8	3.113690174	9.142297883	10.81573936	8.165924351	10.07811467	11.09842081	14.69802707	17.4864698	8.071632587	12.14890201	15.65243158	3.199123587	19.52266262	20.54790239	13.28722947	16.2792725	15.16519985	11.1097305	9.774690464	15.22866127	9.044373959	6.137727559	6.323512446	8.18047053	16.40824631	12.45270113
SLC4A5	10.03381975	12.35217427	9.35532006	14.19222811	39.69116833	52.13890047	14.2441179	12.52856802	17.30735424	12.05552137	35.73172242	19.84728157	74.65954892	97.82139921	42.61471194	26.40750771	40.62331185	50.82394999	15.34757173	16.25334095	35.41479283	41.93038705	7.698069621	25.49904475	6.314709244	15.61359506
SLC9A7	19.49119117	31.32915859	42.8606224	39.58533008	35.80076547	42.73660164	196.315658	239.0298682	1266.358061	1490.269424	190.4244229	80.36295489	66.77979783	80.16843079	1036.602977	927.439886	141.8606219	184.4903656	537.994182	785.3156595	1355.904475	1407.871145	1529.115976	2325.787649	1471.435841	1378.719156
SLC9A9	1	2	1	0	27	31	18	20	24	34	65	38	208	233	52	40	122	98	20	16	132	186	77	114	572	763
SMO	2244	5000	3790	3739	285	346	1187	1237	2417	2672	556	230	1068	1071	1391	1266	2701	2241	935	1337	0	1	1160	1662	54	52
SMPDL3B	2	2	6	11	2	4	5	13	1	0	8	4	13	10	2	4	1	3	7	3	43	23	1	1	1	9
SPAAR	0	0	2.660608732	1	3.014735354	2.03579346	3.029171172	3.012557858	0	2	1.238110134	4.075463411	3.664408233	1.031208608	1	6.708852444	3.018756118	3.126356533	35	31	1	1.067295882	6	3	14	15.38767064
SPAG8	6	4	5	4	11.45873493	4	39.53946333	44.85915514	23.11485231	20	17.5830961	10.09925188	13	2	41	24	17	25	39.92324737	34.47535101	10.66106155	4.372912218	21.40055458	22.65498097	18.82010853	42.27391383
SPX	19	44	39	38	4	10	20	21	4	7	52	30	78	62	1	2	79	75	18	19	663.2835768	425	32	54	0	0
ST6GALNAC2	385	1075	320	313	5548	6975	3321	3159	2081	2223	1114	526	7067	7706	2446	1701	3177	3074	22	54	2	2	127	204	187	198
STK32C	126	325	250	298	804	923	405	316	124	193	236	119	569	505	335	264	585	509	406	684	166	158	130	165	647	698
STK32C	126	325	250	298	804	923	405	316	124	193	236	119	569	505	335	264	585	509	406	684	166	158	130	165	647	698
STRA6	26	68.27376415	257.0159788	210.091641	2.004482039	5.137009419	7.018432654	7.007590932	129.0259345	183.2561219	9.224848178	6.002145069	340.0341107	311.0004323	125.0789931	59.01234998	9.018023742	14.01427531	1338.179321	2185.222428	3.089442395	2.001657343	413.1546557	592.0718058	17905.3446	18575.75694
SULT2B1	0	0	3	0	9.00706665	6	20.4188204	17.24178475	8.727472857	6.572952823	15.06093717	10	79.14359189	93	1.019121267	1.002133494	13.05459033	12.73456833	7.000974607	12	1	1	3	1	7	7.12795362
SUSD2	6	10	7	6	9	22	8	7	55	69	22	11	48	34	9	8	30	28	687	1004	0	1	3	9	19	16
SYN3	63	167	142	145	23	41	181	209	243	301	172	104	741	727	185	155	176	196	55	62	0	0	28	56	42	44
SYT2	4.081803316	10.24892026	2.002169506	1.053866255	1.018304827	0	3.053365364	7.258753207	2.008393287	4.05212421	9.116855737	3.048148406	19.41369491	25.26593167	5.083683632	5.024927911	9.065991624	6.232715597	2.031796465	3.227381659	3.333989154	2.022547923	2.315001172	8.059106706	5.295645924	4.17327256
SYT7	34	105	38	39	4	5	11	10	16	24	21	4	58	38	8	10	126	108	8	6	0	0	11	15	6	14
TAPBP	0	118.9843867	1.57E-06	7.187246353	2492.932268	2655.860567	0.088470822	0	2182.893803	2576.789639	0.207801792	0	20.39683432	21.19440253	3954.503972	3123.407377	2898.211359	2256.632924	733.9091507	1212.663368	0.248726321	12.59025394	0.055062623	0.328907031	4520.582645	4763.31187
TBX6	44.16673171	114.0250885	88.5026303	125.9546833	68.05747987	65.03133409	51.78641354	62.38809961	118.0373458	142.0811753	169.890927	67.1217471	30.89080544	24.61297794	111.779384	98.60868517	93.62793371	106.5889987	36.60677303	53.18069566	21.38020421	15.50217504	2.45229664	9.288903036	16.1912865	15.39275453
THAP8	115	214	152	157	185	194	383	297	207	241	354	153	226	235	234	176	270	200	108	218	69	57	76	105	181	177
TMC4	0.25	13.99675271	13.01415217	8.3504839	14.83184012	2.336441867	0	1.342510254	1.117162863	1.334934932	9.819986	6.319626923	7.128177981	19.56649953	0	14.60177287	9.076010267	17.45761589	5.56572242	13.57755759	12.48651871	4.754616464	10.57721862	6.164739763	12.74362233	2.801173627
TMEM132B	6.001951066	15.05407855	6.003195667	18.22527919	34.02776722	43.00738394	9.000910066	6.001937808	4	5.153534239	23.00423618	12.00978076	20.02357402	12.00383021	10.02220918	18.07318397	2.079270928	6.001010881	15.00310235	23.00495853	3	9.001512676	8.000718538	8.001212037	4.002995084	5.006454968
TMEM151B	55.65676131	125.8029247	96.98954628	79.33691981	1.708206274	6.432672713	11.81676613	12.17358682	64.89085662	87.39278812	51.1735394	18.90703534	0	0	1.316821611	6.185380476	18.62302757	10.59450263	5.149374421	4	6.764012394	5.037993765	7.55595869	10.36485254	10	19.51178894
TMEM154	12.97854375	25.670762	19.66809495	14.35751633	25.88802196	26.8159291	29.52180409	28.18092644	81.59851703	84.58003295	40.00901816	17.48163592	71.6390083	68.00273964	60.89492009	58.21334571	55.23235727	60.63951661	433.2126055	570.4582103	1728.525261	1162.717349	270.5171814	418.3607213	220.3470869	248.5327762
TMPRSS11B	4.03036807	8.767700765	5.079379633	4.533301802	6.629907516	6.074013385	4.378716599	4.140757896	1.045328391	4.096349762	2.076170681	6.191903898	8.033729144	4.040696268	5.096632292	4.223561168	2.025235952	5.262858596	0	2.071981561	8.140968192	2.244242814	2.067543766	3.140579976	5.081293353	8.072954172
TMPRSS9	3.014911847	13.05383618	21.08350741	12.05059718	29.3818974	25.23895658	13.09309544	8.059918371	16.09908379	24.13016622	45.18887039	17.05435148	26.21389875	19.15630724	40.34613179	19.14860069	38.22923646	28.26000838	21.08564213	37.16473446	40.26839169	29.4209181	5	10.14657152	32.25799636	37.26124987
TNFRSF13C	25.93287096	47.15247019	43.34044442	41.9928515	18.30592804	6.904622704	96.07608546	92.50640294	24.00320422	11.64801108	77.68262012	36.08245705	51.29046129	42.34780003	49.89295621	48.33968554	59.80357262	90.17503525	19.29066358	16.14921327	45.05902856	57.00751283	3.459526893	14.13785866	73.1363495	88.43094597
TNK1	1	2	4	0	187	238	247	228	299	382	146	55	7	14	60	38	71	61	49	73	63	77	7	12	184	203
TOGARAM2	14.02705809	36.88720453	40.6764097	46.30616531	35.51716198	52.32787771	128.4914674	108.9753431	41.34317591	38.76216731	79.08306281	22.71404587	73.99985766	51.93148636	105.6181106	79.64181145	70.56078929	67.57074904	44.49304	68.97074208	33.53344493	43.98189321	13.09007354	32.26668791	33.4392718	61.60577975
TRPM2	2	4	4	3	352	344	2453	1801	12	8	79	28	7	6	3	4	462	403	420	588	4	3	4	2	167	180
TSPAN11	5	4	4	2	2	6	1	1	8	18	0	2	1681	1507.983888	15	11	235.8132404	211	368	505.6325652	0	0	38	82	91	151
TYR	9027	22562	15518.87555	17427	6646.654387	8829	15513	16322	42913.65821	55927	28969.75688	14596	2627	3069.246645	45002.97254	48234	39109	35559	2	3	9.06709015	2	1.008042536	1	1	0
UCN2	2051.253663	5346.1741	4581.342619	5623.350923	5367.638435	7284.317415	10336.42505	11603.08876	21241.80157	23707.17154	1794.192439	1088.555586	56.54066048	69.80376996	21550.88859	20492.41577	11825.94092	10715.24426	321.2676338	621.2832737	46.79936754	53	170.6685892	215.4230783	349.191234	416.3607425
UNC5B	1.000180875	1.000249249	10.00123766	18.01198779	2.000207378	0	14.00125776	13.11806295	129	188.0177339	10.00099165	2.00039511	550.6919797	505.1624125	3.030450056	4.000637391	269.8975836	228.0228373	52.00538272	70.15501525	0	0	12.0154784	17	24.14370466	50.00493283
UTY	1.055771475	4.53108018	1.566897304	1.03982306	527.4151651	703.1664321	4.796795459	7.413410779	3.003397582	3.092166111	1449.455276	625.1265731	3.279330902	4.367581853	12.2029483	7.32727791	6.407501767	2.111411909	1.008874587	2.001466685	1270.780712	1254.016061	26.10621576	44.34425887	2.053474948	1.01721815
VANGL2	1242	2625	2182	2147	225	295	228	314	616.0980499	843	1615	783	1777	1827	1089	960	920	910	422	546.6810676	0	0	343	545	92	91
VEGFD	4	12	7	18	17	9	26	16	29	51	11	1	20	31	39	40	21	8	7	8	0	0	6	12	4	3
WISP3	2.047584764	9.052891504	1.006468277	3.208379352	19.00031872	23.59251962	1.002539003	3.003089966	0	2.011956147	6.044979817	4.509504755	3.206387794	2.002697725	2.091405377	4.004170268	8.044467358	9.253922773	62	105.5759986	4	6.014941275	0	4.017081214	4.411003932	4.024426263
WNT5B	7	16	24	15	0	0	1	0	152	128	64	18	2	3	7	7	6	3	18	27	1247	908	104.0493108	87	40	30
WNT6	2	2	4	6	0	0	5	5	7	7	22	14	9	5	2	1	1	2	2	4	11	6	2	6	1272	1266
ZBTB32	0	5	6	3	10	8	9	11	3	2	1	3	1	3	3	1	3	4	12	13	0	3	0	2	3	2
ZFHX4	0	9	9	9	0	3	529	692	367	510	4	0	397	339	471	438	580	559	774	798	22	25	5	20	458	606
ZKSCAN7	0	0	1.686075528	0.5	90.52872403	108.7272827	5.718737717	3.785309834	79.51875795	102.0338622	29.34007193	10.23969944	25.98117036	23.33306444	20.90455437	19.46984309	2.949413549	1.506641958	0	0.5	1.503328204	2	8.320198715	17.18184539	83.47391543	117.6963333
ZKSCAN7	0	0	1.686075528	0.5	90.52872403	108.7272827	5.718737717	3.785309834	79.51875795	102.0338622	29.34007193	10.23969944	25.98117036	23.33306444	20.90455437	19.46984309	2.949413549	1.506641958	0	0.5	1.503328204	2	8.320198715	17.18184539	83.47391543	117.6963333
ZMAT1	0	4.050129636	5.054430005	1	7	3.018627926	7.002343442	5.023195817	1	3.045519946	4	1.018264514	81.00206425	77.17020054	24.01882089	12.00007029	4	11.03984863	1.008005551	2.01493829	146	124.2308752	65.36213338	70.02822141	2.006808034	5.083055826
ZYG11A	0	5.665409196	7.72667796	9.212296403	40.99144922	56.09244836	186.7556564	223.9334797	34.4900073	50.96609731	26.25796557	4.787147163	335.5379872	345.7121952	394.4939161	384.2391313	9.269623058	6.322495145	5.194936361	14.1918227	5.808691929	4.877750169	0	2.021254282	65.61407744	55.37997406
A2ML1	1.003192832	2.049199072	5.040734768	5.049396017	5.000233113	2.003785282	1.034744021	3.135384169	3.421483371	6.000652336	12.52213268	5.008012399	5.11205062	6.472434811	14.05552016	5.066043419	30.19482673	45.10045076	3.007066799	3.054701537	0	1.002050994	0	1.002366552	2.005686919	6.705198457
ABCA6	3.009003863	10.05215017	17.18643663	10.06949679	18.03806061	26.02674295	34.6618658	35.32832126	778.2533912	834.3257317	57.22184944	26.00802753	23.20099646	8.148952879	46.27257358	47.06139558	19.13944009	17.10417964	20.02820392	40.15564901	9.0379274	8.167866619	276.0296731	605.0412287	635.0925469	800.0116037
ABCC6	9.370538375	15.3880441	13.49029519	15.78355358	5.548633441	22.16823767	16.7661192	2.803764072	6.186582271	11.11575858	7.814404362	8.235901827	9.041447789	10.88227479	8.003889417	15.69378454	19.66125558	20.22415703	11.52533591	16.16208461	24.16509943	21.50000324	10.02793203	3.332276634	2.325034928	18.6707587
ABCC6	1.408234405	3.397122243	3.001228606	6.502496694	5.485381422	4.766908671	4.814653141	11.46050086	1.755093211	3.620515497	6.548841787	0.5	3.00405132	4.764336907	9.462448371	7.5	11.45143243	9.127003919	3.546610507	3.669506968	8.658164595	7.545303741	2.586898919	16.24150524	28.14051049	19.66526312
ABCC9	26.2598604	55.34452359	84.1408619	65.95444896	65.64640654	82.27581103	355.7397818	353.2010574	80.06021177	99.70662571	172.134288	77.86529969	81.81435401	85.83669721	108.632491	98.3739972	62.78747855	79.88236124	214.3602632	363.5600014	729.6442324	493.0277876	82.40598456	116.4026209	74.6694087	90.24601007
ACKR4	3.983739837	11	15	17	0	3	29	40	221	269.05119	7.967479675	5	81	112	1.991869919	8	17	36	7	8	9.959349593	3	100	180	1.991853728	4
ACRBP	1	1	0	1	1	0	3	2	3	2	4	2	3	8	3	3	8	10	2	2	5	6	0	0	5	6
ACTN2	201	547.0076847	274	288	71	86	328	307	384	441	10	3	146	154	138	151	549	620	22	24	0	5	27	42	0	1
ADAM28	3	2	2	3	3.021368011	2	2	2.001022933	6	4	10.02773186	7	65.03051989	68	8.013551536	10	6.023007469	9.038517801	1	5.002871956	93.05065133	99.12464553	15	13	66	91.25142751
ADAMTSL2	0	5.033165879	2.025317363	3.004845052	12.56697743	5.031209187	4.056592013	1.006186749	20.21717378	20.25308037	7.0255944	2	35.03986304	26	10.01418339	1.003566277	1	3.003719534	0	1.005073477	4.134584771	0	1	2.003434278	2.0025649	2.015227813
AGK	9.917954845	148.199592	0	16.31057099	113.4086515	130.448942	145.4134071	130.9473175	12.49969611	1.02466409	105.5371466	94.57242001	105.5937417	118.0199615	1.89E-07	0	234.217756	44.42000057	0.45351415	106.1784656	51.38414189	88.6253468	0	28.47879113	23.83271588	150.4871776
AGPAT1	1.576208676	16.36841301	1.715827003	1.494671871	2408.246015	2778.335659	7711.620271	6878.302524	0.741798179	0.749071022	2.129127368	0.767972726	3748.653017	3322.341194	1.839986277	1.063740499	3162.955878	2447.091616	0	0	0	0.0016531	1.035469291	0	2210.90165	2588.71347
AICDA	1.000629233	8.000591461	5.002166402	8.002145669	5.00368966	4.000729396	10.0026789	10.01704848	7.001849386	5.014552064	10.73302373	2.338901159	5.887385958	8.034649672	5.162941686	6.002724276	12.41913787	9.002157962	2.000159021	5.001507143	4.003360115	2.095415457	1.000465632	3.0016586	2.242409538	5.217167742
AIPL1	1	4.01120195	0	0	1.007092797	2.064103002	1.03418888	2.013154885	1.008996022	2.048281612	4.024932966	2.330551796	1.116498467	1.009872593	3.141967113	1.227672591	2.016385743	2.126164035	2.006620334	2.009358603	1.007317713	1.005180073	1.003709754	2.004931439	4.08369557	6.018514976
ALPK3	3	8	7	5	5	10	3	11	27	32	2	0	20	17	25	16	16	11	18	40	6	4	7	12	14	29
ANKRD53	0	1	1	0	2	1	3	2	3	8	1	3	9	7	10	7	4	1	1	11	2	3	5	5	5	9
ANO1	53	148	24	18	5	11	10	5	1821	1986	55	45	89	63	33	30	94	108	1016	1435	0	0	163	185	3	3
ANO4	13.21034259	16.78045703	14.60840588	5.904924925	0.700941915	0.65520362	213.9615129	164.4289162	101.948054	22.84030647	0	0.339647417	56.59707162	73.27307397	141.0071032	93.75243151	0.427927928	0	6.16E-08	25.21738922	0	1	0.112903943	6.453331519	3	0.778225798
ARHGAP8	127.0474873	231.478596	229.0609229	214.2066277	15.22892682	20.85046516	10.31405288	9.402234693	9.641760788	3.266816548	33.19954742	15.37496632	25.46817468	25.58584694	4.164458598	3.275465251	46.1410132	33.60477199	2.090877798	4.073932376	3.809003147	4.802742405	5.001669523	1.000550093	5.135287299	4.721213928
