symbol	FemxI.DMSO	FemxI.G007.LK	FemxV.DMSO	FemxV.G007.LK	MeWo.DMSO	MeWo.G007.LK	Skmel28.DMSO	Skmel28.G007.LK	WM115.DMSO	WM115.G007.LK	WM1341.DMSO	WM1341.G007.LK	WM1382.DMSO	WM1382.G007.LK	WM239.DMSO	WM239.G007.LK	WM35.DMSO	WM35.G007.LK	A375.DMSO	A375.G007.LK	WM1366.DMSO	WM1366.G007.LK	WM793.DMSO	WM793.G007.LK	WM852.DMSO	WM852.G007.LK
NXT2	388	784	658	783	300	451	517	635	389	433	1223	544	777	783	499	545	374	383	263	298	364	415	295	414	565	544
NYAP1	16	23	14	16	12	6	14	16	66	74	160	77	146	157	15	17	49	57	32	38	2	2	47	42	110	114
OAF	588.5728061	1287.536854	957.1647826	923.0096914	4716.077258	5424.891615	2858.493552	2669.034702	4207	5297.345712	2127.155636	1085.639589	1699.531584	1693.155283	10541.77565	8664.447478	14468.84253	11793.98111	5003	7701.76314	1435.0241	1329.525859	567	897	2346.484217	2313.705742
OARD1	688.0182705	1539.034855	1183	1318	1029.39983	1211.664757	1612.832442	1330.504083	909.6095485	1013.48053	1763	801.4871766	691	672	1404.447493	1321.416764	1277.260497	1385.505803	542.6536796	931.5726836	966	822	393	566	1073	1094.156885
OAS2	23.45134122	95.52693407	43.45910275	60	1.067208775	3.123296433	1617	1898.994548	1236	1617.976051	1637	835.9924999	167	145	1007.763254	1222.619986	868	850	192.5547509	250.7616078	219	298.8986938	290.8402394	430	345	293.4006803
OAS3	1533.092964	3453.199943	3118.131622	3086.037115	1517.11671	2055.042504	2427.228698	3035.410472	2001.26648	2205.315957	4651.594141	2129.062329	2068.154925	1991.5157	4657.069938	4962.263564	1385.064941	1293.500257	2912.074771	3377.215272	528.1800376	505.048417	875.1540435	939.2979118	3507.18342	3805.335205
OAT	4660.994928	10891.99882	6207	7109.998852	7806.999482	9974.995393	14286.99955	14813.99305	3134.99914	3452.996666	6225.994188	3027	7256.999269	7446.998272	7499.996393	7810.995854	17660.99332	15980.99722	4563	6334	2261	2226	2772.998074	4083.996284	4810.998841	5123.998654
OAZ1	11431.36067	22289.06164	18059.14333	18953.97153	15706.14814	15385.31592	30048.39656	22459.86647	14176.11036	15092.80008	19264.12132	8057.089065	15161.36412	14325.65907	22318.96022	18760.32898	33196.32073	26362.9949	9548.862273	13671.30681	18510.68592	15447.56413	9099.218287	10667.21539	16911.70681	15602.12245
OAZ2	2993.813098	6354.578017	4634.460554	4925.542603	3680.556854	4301.161405	4098.66508	3713.153158	3059.064808	3323.609974	4419.866716	1995.66384	4769.29766	4550.651514	4228.890681	3767.708758	6590.334951	5549.826064	2596.407271	3565.712665	3196.183796	3122.012338	2039.234127	2632.240731	4250.233396	4342.892401
OBSCN	505.1935244	1100.331778	1079.186979	1031.795489	348.856047	414.1486493	244.7197753	198.4928218	321.0861825	429.5745283	1503.458775	625.9728115	2722.08322	2792.837139	1561.258438	1306.700009	401.6272098	448.1974285	325.6890685	433.8770516	10	4.00102865	78.34819311	109.5774446	192.2187406	244.3633578
OBSL1	1244	2513	2243.934565	2245	1629	1783.078955	3298	3008	2647.968661	3202.876599	3815.707495	1692.677669	2974	2704.432985	3239	2620.877562	2516	2082	3303.957759	5040.631671	288.1442909	310.3574001	3099	3962	2466.702084	2588.457362
OCEL1	235.0830347	504.3849029	463.2112703	475.0150112	304.9534451	307.2214277	784.823892	615.9845203	377.9665392	467.0889853	776.1451338	354.3444339	339.6292686	344.2658901	416.7333423	310.6888629	677.5164153	620.1336633	434.7308784	685.2605794	88.53724872	112.2790845	161.2178484	242.2092254	466.2661716	474.4749882
OCIAD1	1853.108325	4102.189632	3249.199688	3806.093838	3726.125383	4584.169972	5298.134105	4886.152912	4055.178357	4489.147489	5771.791997	2736.576652	4313.979205	4122.446109	6353.309678	6412.00531	5409.131864	5033.674586	4065.282117	6289.596415	3785.185212	3489.112884	2289.040782	3293.941886	4595.126117	4774.297287
OCRL	1046	2355	1398	1417	2511	3293	2003	2280	1617	1832	4186	1865	3298	3196	2236	2106	2472	2367	1532	1927	1987	1803	1102	1407	1319	1298
ODC1	3843	8712	7144	7504	10921	15466	3216	2968	1963	2199	4089	2001	2395	2267	11080	11181	14328	15047	2745	3950	11970	9125	1751	2143	2713	2568
ODF2	2988.290458	6972.219305	4026.23693	4138.093979	1826.347889	2197.211498	3264.115437	3096.832047	2707.472301	2825.181192	5650.032354	2586.117035	4080.746014	3867.688388	2432.547194	2393.796897	2930.917967	2741.00305	2916.28403	4320.407659	2309.875158	1908.181856	1125.160887	1506.075851	2873.047117	3014.449219
ODF2L	795.9032984	1633.894319	1136.620746	1196.46291	1356.95617	1613.214098	2287.972424	2503.452849	1257.290491	1397.997037	4094.203933	1925.816059	1177.510692	1054.784222	2688.341353	2571.767032	947.8414693	981.8938759	613.5113467	843.0216765	522.6386671	514.0009949	558.5123054	749.8320916	1859.243626	1924.649638
OFD1	497.9551717	1265.97639	1019.985878	1045.982405	725.9720539	793	1251	1217	604	731	1555.978719	766	741.8719283	710	1106.933259	1082	1768.973209	1898	591	935	347	367.9782739	205.9937537	341	778	788
OGDH	4687	10662.0067	6685.37844	6959.685313	4858.98049	7149.181627	3866.177726	4184.248347	5696.211319	7038.736677	8369.095067	4131.665116	5877.692	6284.073572	12554.60853	11699.50706	13872.63877	12368.54147	3815.077058	5271.366866	4053.378712	4037.164171	4819.139862	5518.92884	3512.158009	3499.762765
OGDHL	71	176	720	720	175	242	247	231	161	218	31	14	29	51	63.00558465	59	2831.342291	2411	104	159	599	560	172	278	17	16
OGFOD1	1823.396892	3859.918151	2895.82693	3082.188815	2513.264815	3012.627812	2837.935359	2831.596625	2459.473365	2593.483976	2291.090581	1121.336671	3171.688836	3059.337336	2965.017073	3031.154033	2389.255948	2313.079881	2481.090581	3525.820192	3048.392768	2594.442575	1102.157031	1399.314854	1645.592308	1483.555091
OGFOD2	624.6975368	1247.090659	879.2397511	914.4859379	737.2460482	727.8049654	987.9860095	793.5971227	654.5061234	680.900197	1171.962422	498.2232855	1382.536883	1298.406524	887.9434891	697.4398408	820.8488833	691.6598327	731.8797316	1047.343163	632.2926207	565.9458606	405.5092687	586.6662284	523.6905964	587.6476663
OGFOD3	660.6407394	1327.906794	1049.010316	1112.244869	861.8325569	1004.619503	2402.987719	2231.796081	1703.55634	1956.39998	1816.5831	801.0739642	2173.154802	2123.077964	2422.987577	2014.870498	1935.924203	1643.247182	806.0804203	1164.945565	886.0519143	840.90047	673.0818306	881.1561342	3033.525422	3275.923105
OGFR	2472	4801	2722	2848	3209	3317	4808	4258	2868	3476	3614	1604	3272	3430	2616	2239	3037	2637	2443	3782	1059	941	1828	2492	4682	4637
OGFRL1	475.1756857	1115.896525	879.5941946	1018.230887	1115.921268	1655.225269	574.1478452	638.1645843	624.9319568	854.8417886	963.4582296	481.2734289	900.371727	990.8600077	611.0911208	747.414262	2097.867242	2170.298698	1015.97473	1270.548853	2821.56789	2106.287653	634.0496298	836.2965384	7331.680032	6007.143739
OGG1	284.5950396	575.4040424	584.6736767	582.7157169	508.8274677	605.7163238	970.506186	785.0626951	488.2106177	556.0006853	886.330992	395.3878994	733.4635725	723.999165	1004.927019	759.090902	671.4889308	544.4038764	739.0160709	1150.644465	773.7623488	722.6626381	458.110698	452.5015248	1372.266117	1504.377895
OGT	3131	7137.01556	5161.430848	4993.587861	4624.013057	5634	5336	5916.832876	4332	4607	6269.612552	2853.441601	5072	5238.550247	6334	5840	6726	6975	5264	6620	7105	6349	2020.044326	3161	6432.13243	7871
OIP5	513	1239	621	727	396	418	806	806	476	452	818	347	379	329	285	307	549	406	511	762	411	389	213	240	847	850
OLA1	4304.588671	10218.24662	6505.985001	7376.660541	4593.135031	6244.722045	9115.411948	9392.341151	2853.88318	3295.45526	4548.153126	2330.925529	5248.217351	5281.118553	8512.713397	9115.047652	7147.319252	6752.765976	4114.559478	6659.809092	5046.537325	4862.985797	1942.496798	2422.682253	5189.617071	5171.602097
OLFM2	216	442	624	645	64	64	438	374	314	578	25	12	256	215	62	51	518	438	3	6	4	4	178	244	17	24
OLFML2B	34	85	81	98	76	65	4	2	66	83	98	48	233	190	83	43	104	91	20	30	47	99	16	12	1280	1225
OMA1	1004.316031	2308.330181	1292.808698	1440.457017	452.124889	608.8989444	1181.027296	1183.050652	893.8002768	1099.770509	2259.538441	1069.101507	603.6399382	629.8882408	1357.379306	1275.212174	2083.076457	1971.901502	704.5053256	1120.034552	233.2988911	246.4431037	335.0319683	477.8285868	623.892811	621.3581725
ONECUT2	388	841	507	516	201	255	888	1152	15	27	375	170	508	481	148	164	384	388	31	41	2	3	36	43	21	14
ONECUT3	3.015233094	9.007430942	7.00507262	5.072402927	6.029522111	5.010836013	9.040104754	9.046110808	5.004787303	11.01526814	16.52889157	9.016605921	9.077936072	5.419871697	15.05808759	13.02998964	13.12393348	16.57022356	9.173454033	8.015640942	6.008915609	2.020184292	3.030874808	6.153228179	6.114280722	9.553790391
OPA1	6412.475135	16086.08693	11119.01869	12074.87651	7123.240484	9041.887539	11725.78364	14013.67133	5677.055678	6478.483809	9821.856068	4678.025912	4702.373557	4682.52134	8129.010779	8497.686928	29006.40524	28519.08265	2658.199637	3383.537685	3690.774624	3336.954329	2137	3045	4144.3476	4342.237797
OPA3	799.9799079	1633.802722	1274.226907	1353.674678	1102.69489	1439.4196	2701.492438	2527.949608	2145.143061	2287.985442	2436.87135	1081.965409	1593.773864	1561.394122	2260.157129	1955.977877	1462.094202	1246.993772	1348.786683	1838.630629	692.4187464	660.4755506	1103.983465	1401.67978	2097.475669	2062.350844
OPHN1	628.5731607	1556.692053	1057.177796	1109.240322	1631.928623	2725.840064	2029.118286	2603.903275	1456.863767	1822.621815	1488.776513	794.53492	1793.077992	1869.010543	5949.68715	5741.508344	4857.382777	5244.00117	767.7424494	1291.326514	1513.949959	1056.599967	426.0699577	630.2129061	573.57933	669.5285493
OPN3	470.4592778	1244.251246	803.1106015	895.489103	219.416965	245.0006783	152.3192609	187.0429971	2510.290817	2843.733876	199.914685	98.46920472	649.8125054	802.6986729	1192.480634	1092.832612	1126.694301	967.3967108	168.9110696	252.770823	402.970497	451.002741	925.7593215	1195.180427	1133.48438	960.2521305
OPTN	907.9367966	2098.509004	1724.924894	1971.285731	3526.899682	4066.159248	2436.124638	2260.045735	455.0378657	583.669712	3876.242513	1900.034257	1296.681364	1310.243898	2438.22062	2156.985153	1962.289091	1990.381772	500.5488922	890.7434322	1337.863031	1361.081028	1562.459897	1964.120159	2157.562792	2227.721953
ORAI1	1478.162492	2928.893854	1626.981929	1744.312314	883.3885137	1081.402653	2284.008969	2032.652002	1500.884934	1733.813171	3489.650201	1559.251738	960.7606287	1036.756686	1670.563888	1472.185565	1181.466898	918.896817	966.7640506	1405.536853	723.700325	636.6708974	521.4797019	646.7850263	642.7247827	585.6184879
ORAI2	1821.132529	3902.534845	3293.324799	3243.174035	1184.693152	1364.218568	1779.210132	1883.300097	2998.532347	3506.207109	3685.86444	1731.003657	1713.100784	1675.646939	4426.47609	3825.911505	3011.322652	2552.067228	3019.612098	3926.479221	660.6414457	679.2517323	3026.93699	3968.133137	3154.067818	3161.510671
ORAI3	634.3161745	1513	944.2726216	887	1358	1591	1005	901	978	1198	1660.893084	859	566	651	1697	1422	2060.350139	1955.664607	447	736	277.0812884	367	492	713	2231	2355
ORAOV1	374.957885	779.6143567	424.212549	479.8254802	1659.14132	1897.549738	1305.305268	1080.952476	401.7596083	453.7660468	871.5888461	347.9474214	2987.266647	2687.488491	764.1091939	601.6914018	894.0326744	822.0745414	565.8778422	787.0127119	583.3048787	489.0855449	339.5864136	376.1378244	488.5139264	484.3053064
ORC1	1085.35774	2450.523757	1370.615927	1448	970.1787154	1148.133706	2008.324746	2079.377529	511.9990182	562.54213	2879.090074	1266.020799	1384.345569	1347.228463	2240.306967	2309.92346	1198.148585	984.7022875	2077.072169	2856.593993	723.6061987	731.8316216	454.8876055	566.1240477	1300.393373	1374.447364
ORC2	777.9596247	1916.199861	1647.429782	1881.015092	828.7733495	1009.382691	1884.738637	1949.647116	854.2178508	947.7533546	1367.170379	673.4499775	767.0812752	794.3303009	1748.951042	1820.439546	1506.190186	1543.178262	1027.142336	1519.141981	1125.454989	1046.973419	361.5572754	551.4537964	1930.058874	2059.65293
ORC3	1096	2517	1921	2028	1199	1426	1746	1811	862	1023	2224.027717	1066.998846	1372	1392.999114	1455	1547.99921	2403	2371	820.9984585	1156	1141	1072	648	866	1492	1565
ORC4	924.0784882	2048.895792	1735.464397	1961.372528	1218.482671	1529.429522	1632.443157	1770.823381	1423.80416	1609.490672	2315.834923	1088.775712	2069.815743	1874.006683	3545.209068	3336.999749	2514.208702	2660.229765	1716.442779	2576.564892	1617.976094	1511.844706	782.0220328	1254.185603	2010.995457	2102.400432
ORC5	1600	3335	2400	2564	1215	1402.06856	2162.271848	2095	1895	2062.016783	3234	1468.606685	1426	1406	2541	2448	3251.458726	3373	966.3726515	1382.390104	409	391	923.3339013	1365	957.2180555	1025.118102
ORC6	1511.226902	3012.585733	2337.980705	2193.794974	1814.945844	1748.866698	2379.698257	1959.445017	1019.233257	970.5615968	2530.321972	945.6875112	2064.549598	2005.87271	2495.615316	2153.75138	1636.002839	1581.611222	1027.255566	1421.825518	992.1722998	886.6966322	860.7837482	936.9076848	1217.514448	1106.417347
ORMDL1	787	1594.973417	1378.902165	1564.968512	1672	1886.936382	3244	2953	1232	1365.964073	2313.972184	980	2464	2468.967023	2892.961711	2703	2926.968535	2964	648.9528463	987.943474	1586	1357	896	1205	1966.942886	2055.946663
ORMDL2	621.117431	1254.087612	855.1808518	893.8928014	508.3828578	782.0113051	1445.889912	1238.082286	931.6113373	1090.459032	1938.011326	914.6189916	807.1124652	857.1998705	1628.252152	1535.556043	1104.017408	948.2000728	913.4807143	1484.790185	769.1568043	785.6700455	632.2109286	759.1964841	1052.337055	1149.343517
ORMDL3	532	1005	985	1052	1167	1283	2351	2050	1321	1451	2191	976	1430	1346	1861	1644	1043	963	556	796	731	752	606	790	1893	1914
OS9	4134	9257	6324	6666	9483	11252	11881	10950	13309	15630	18966	9054	228831	227663	17026	14581	12586	11678	3243	5376	4252	4078	6502	9167	11910	12989
OSBP	2207	5230	3456	3542	3715	4981	2472	2738	3527	4102	5745	2832	7874	7648	5134	5179	5068	5091	2237	3046	2390	2095	1591	2175	2982	3101
OSBPL10	56.33694946	135.9401549	24.9555255	23.28840557	1944.250456	2238.60157	451.5525967	414.9412372	2060.587931	2280.898493	1244.186016	572.8362185	781.2033332	705.6960985	844.3064239	775.3349458	2552.027411	2415.541446	1672.885737	2207.373818	590.0327337	578.3047908	1095.843361	1709.962926	703.3900426	721.6066661
OSBPL11	686	1608	1104	1208	808	1171	1577	1895	962	978	1434	739	1715	1714	1682	1713	1768	1774	1123	1368	1326	1289	361	490	944	988
OSBPL1A	2506.558093	5693.3112	4393.814896	4848.951219	4075.447857	5275.257698	2412.026093	2559.295283	2802.564294	3746.690318	9087.481928	4233.67324	2530.379734	2653.30992	4991.945577	4577.526482	5715.153787	5755.528658	851.7842877	1231.176903	810.4234399	793.8589457	1099.53611	1574.048717	912.0614352	983.200155
OSBPL2	1790.144875	4250.507473	2417.507907	2583.592167	2021.072338	2374.164619	3457.735618	3338.988754	1561.64226	1921.947834	2511.285508	1356.725259	2134.579026	1922.466162	1663.626071	1506.313018	3999.001065	3799.260264	761.2806794	1104.757282	817.0067016	778.0376906	805.9474763	1214.701177	1677.75229	1805.419982
OSBPL3	2249	5045.000186	4793	5060	940	1180	2803	3177.000149	6047.003652	7088	4676	2214	542	494	5194.005606	5090	2706	2723	1411	1799.001676	2220	1796	3637	3950	1268	1299
OSBPL5	698	1412	909	942	1577	1627	1359	1115	920	1033	1048	443	1136	1063	2038	1948	1233	1076	407	594	215	234	716	926	1162	1140
OSBPL6	653.0371808	1456.45928	1503.038373	1391.011277	632.0042386	719.0112012	1011.152111	1103.690432	1539.265025	1855.775988	1616.960958	664.7839788	571.4278068	543.7985157	909.2567072	969.0783332	1875.365206	1965.232833	406.0721547	534.5202522	630.042379	561.3704807	626.6510628	849.5904473	22.46893942	18.03169567
OSBPL7	140	333	353	343	581	567	104	106	213	259	975	469	735	743	900	704	609	618	444	611	445	421	158	261	620	762
OSBPL8	3949	9328	7334	8276	3042	4456	1502	2200	4288	5153	7011	3644	5847	5459	8053	9204	5468	5695	2361	2605	2785	2423	1704	2381	3955	4196
OSBPL9	5585.307311	12905.00665	9852.295188	10413.06299	2857.368202	3521.23765	9032.043178	9911	5431	6567	13640.01569	6438.003912	3984.617038	3923.019436	8664.60206	8462.058782	12459.34102	11175.01252	2572.003783	3721.006986	3005.460472	2765	1455	1988.279546	10130.5141	9599.094435
OSCP1	63	158	108	123	70	79	228	209	195	226	249	117	147	135	257	186	118	97	101	212	100	100	113	169	157	176
OSER1	1180	2534	1698	2032	953	1086	3000	2710	1777	2101	2403	1183	2526	2406	1458	1273	2528	2196	1323	2018	1117	1062	843	1189	1200	1252
OSGEP	975.0170595	2266.56744	1019.052888	1091.581146	615.5522337	757.7634385	1096.326819	986.3851706	634.7835439	734.3526331	1644.239003	820.6309586	1985.669258	1918.324388	1128.105409	1037.392031	953.4891198	862.7998746	320.1711561	549.163167	642.2857458	641.1320242	263.620386	337.2838396	809.4264026	909.7259783
OSGEPL1	381	879	752	814	458	539	1111	1042	607	709	1019	422	688	763	1110	1151	1496	1473	414	599	408	402	237	413	514	572
OSGIN1	591.3018858	1234.760263	782.4546133	895.7410719	948.4181329	1083.859592	932.4308571	660.9377748	1557.947249	1422.110881	1293.13929	619.5836738	2022.540074	2163.1441	3221.702454	2768.819154	1016.457942	856.1578234	181.8388076	228.028049	55.33049526	68.54960049	691.8264837	957.9247515	248.6236261	245.611368
OSGIN2	691	1608	1382	1645	1409	1746	1414	1662	674	847	2345	1227	1166	1130	1506	1509	4068	4162	727	1123	1109	999	744	1126	3918	3685
OSMR	392.3602807	823.3182427	815.6757505	930.6382569	1136.020214	1193.659029	1740.054731	1560.439336	2758.023068	2847.73351	2399.096029	1044.70353	723.3564858	679.7178354	4781.00136	4224.405832	1026.059304	868.8557753	1905.893157	2263.945431	2600.101946	2406.926633	2083.597687	3114.539651	27186.43609	25477.70591
OSR2	20	46	77	82	41	44	61	55	14	25	124	64	119	106	19	12	53	46	103	139	32	36	43	41	61	65
OST4	2128	4673	4314	4628	2492	3405	7267	6102	2210	2594	5885	2641	4352	4563	5395	4812	4986	4201	3165	5391	2400	2424	2025	2524	2430	2474
OSTC	1610.994576	3596.950887	2635.020032	3028.041132	2058.691498	2788.087151	4576.024742	4259.990656	2794.994793	2986.000015	4655.958357	2352.009242	3560.00913	3731.004514	6429.026193	6486.976277	4113.04177	3683.200886	1810.058328	2749.988212	1408.014073	1435.0272	2061.995467	2861.094564	2659.001868	2623.018486
OSTF1	714	1407	757	899	594	735	1845	1550	669	714	3343	1440	1696	1731	1328	1261	951	797	416	629	494	452	419	498	656	691
OSTM1	4727.558676	11075.12737	5939.041886	7121.022479	4956.237877	6911.480711	13303.21035	15297.67186	7521.836961	9479.109078	8663.305458	4485	11860.51074	12863.07053	10853.3004	12237.76186	9376.21694	9322.513544	520.0019818	652.4152017	991.9980349	903.0963473	1579.093304	2376.886534	2346.729988	2354.879915
OTUB1	1937.949067	3955.174073	2535.423428	2637.028389	3932.370092	4778.882073	3431.685149	2898.606996	2993.621412	3316.787915	4277.84827	1920.620454	11571.23653	11566.71426	4456.410766	3793.110666	2587.423878	2165.612017	3187.347345	4659.374646	2477.431687	2367.256314	1654.904159	1960.837386	2918.299895	3129.906661
OTUB2	137.3877633	372.2495978	243.6166011	249.7344448	35.10413634	76.97353659	109.6596216	142.0994579	164.7195111	210.3957664	252.4119789	112.3719849	214.804396	227.2307456	247.8550781	346.4943494	244.606258	263.0684038	100.4019398	122.3039902	94.74905185	138.0581677	42.15990256	48.52533971	140.4774162	109.1331111
OTUD1	135	297	243	302	359	430	235	272	69	91	273	145	185	201	90	86	212	193	89	112	129	104	40	90	256	326
OTUD3	618.0798107	1409.30757	805.4460627	842.1498061	1074.218304	1266.391804	1893.208825	1876.984183	378.1027112	434.6593512	1307.399309	509.1700465	2061.998343	2118.458524	963.7344718	931.1067879	1053.683198	1092.831102	366.7384308	493.0947637	480.4097722	403.911746	134.3906608	183.5559776	721.5922485	704.4780069
OTUD4	1269.680447	3046.141712	2789.907928	2822.789142	1835.535444	2422.262921	2030.910055	2251.97505	2358.195502	2852.061965	4323.262196	1996.972215	2510.289803	2371.21734	3711.67963	3771.019623	2876.461723	2689.674637	1786.384429	2027.878521	2792.29634	2445.487809	1311.863385	1701.972369	2140.887217	2225.612035
OTUD5	1609	3520	2511	2384	2652	3125	2319	2095	1591	1812	2869	1290	3009	2985	2715	2233	1944	1698	2377	3658	1177	1132	1176	1449	2453	2615
OTUD6B	477	1089	826	965	1101	1500	800	1038	742	892	1562	782	1327	1341	1160	1370	2471	2524	999	1292	1369	1175	423	659	665	636
OTUD7A	156.0910385	353.5765382	118.8123738	130.6209621	89.59557616	119.8648079	103.309323	129.3931962	32.89277453	56.99430614	259.6422155	149.0275008	15.92510956	13.42887282	8.804810982	9.486748263	70.20492108	72.16107162	7.125501005	3.441936025	1.079903793	4.25878208	3.013236419	7.877278038	8.290708805	8.635514644
OTUD7B	1260.268104	2577.397249	1937.074038	1996.844042	1811.228659	2511.273208	4001.136648	3876.409086	2888.182756	3010.865266	5728.710425	2312.054923	4233.669271	4066.319898	4278.458703	3637.10291	3733.871059	3688.270678	1596.495146	1998.339861	2104.537396	1848.345938	911.9652244	1158.920084	2039.791921	2169.438735
OTULIN	909.1347366	2045.811513	2039.054477	2127.079891	970.8170359	1238.570314	951.889627	913.8586606	842.2765954	1008.576977	2041.747136	961.8927744	1216.094723	1224.234758	1759.161467	1695.108616	1595.247203	1603.099466	1151.298688	1335.060289	935.5912449	857.1397477	589.0248089	858.1275566	1243.677419	1305.279636
OTX1	177.8743537	382	336	346	103	99	444	395	71	95	538	251	263	269	182	166	285	231	69	98	36	26	18	33	26	33
OVCA2	455.3668947	763.8172004	641.4919334	709.1647842	748.0573836	912.2877226	1526.779228	1217.106176	1029.761731	1277.597908	1388.808274	714.3484218	1114.368833	1173.647788	1360.869503	1182.367446	788.8237894	780.6288081	650.798659	1030.193152	612.2360421	619.3158677	461.3481363	703.5802193	458.2814283	553.1197301
OVGP1	4	7	10	8	31	19	25	22	7	10	7	2	15	11	12	4	4	12	20	39	50	42	3	1	27	34
OXA1L	4409.050716	10147.55253	5312.710062	5539.416123	5027.182032	6278.942487	5665.203894	5291.598962	3867.421039	4620.78364	9026.224677	4223.763238	7763.678567	7798.719275	6680.512456	6277.452411	7245.605289	6496.538882	2810.644646	4582.916816	3828.909754	3455.703074	1676.384739	2582.744872	4739.84014	5157.029073
OXCT1	3045.00264	7047.00982	4821.93606	5406.022042	2813.038223	3669.068532	3134.08014	3431.209067	2658.063777	3206.021746	6308.123559	2986.112276	5277.047412	5160.011948	5409.006998	5918	4965.007708	4774.129788	1975.009607	2808.012081	4881.023051	4416.001199	912	1061	1190.007406	1261.203222
OXLD1	383.609402	981.5879003	819.3037605	929.9826648	2346.169157	2525.009098	1084.645577	871.1320848	775.5743022	956.1926229	934.6954271	436.8579555	669.1388928	636.9171044	1533.910241	1234.988671	1775.929496	1424.48955	822.7190679	1338.147548	932.2323934	837.9012976	286.9860273	396.1868518	961.3522089	1015.604013
OXNAD1	438	997	964	1044	477	725	1144	1198	682	750	1281	604	747	703	1055	1167	2722	2620	474	746	730	659	297	408	376	387
OXR1	790	1825.929003	1726	2127.98151	1713.765781	2246.028903	1815.89961	2406.921495	1963	2260	3924.797566	1763	3077.953016	3108.008921	2300.961324	2322	4150.259964	4183.061502	900.9188372	1213.881314	990.9610131	933	1055	1594	1352.00839	1437.90571
OXSM	257	558.0429865	525	530	349	485	753	662	710	792.1759326	1014	471	652	658	1032	966	1293	1177.062796	408	632	260	264	168	274	404	434
OXSR1	2054	4550	4058	4135	2281	2728	3959	3882	3735	3748	4532	1815	3478	3318	6475	6575	4127	3992	3440	4347	4423	3592	1860	1912	5033	4812
P2RX4	908.119116	1850.122689	913.9747252	898.5832957	1367.838778	1466.750349	1819.85814	1625.600795	400.9680933	522.8602641	2348.940553	1087.726536	3711.827924	3600.060019	1169.680268	1141.827928	2409.844966	1976.080546	44.31263675	71.26933232	177.9251318	167.7988422	97.7873731	91.23023698	403.5570781	410.6944884
P2RX5	86.57335695	210.3015914	22.74136431	32.49129616	172.4216614	202.1071189	93.65537289	52.4812909	256.7570776	303.075442	35.75037176	20.31331282	12.19158329	6.017078218	203.1360418	227.8166307	2029.674116	1776.361504	344.4631243	538.5206927	73.2377148	68.86723528	107.3372849	137.5898855	764.0955226	762.9655786
P2RX7	987.5522736	2059.026516	1920.590222	1757.419976	3088.667222	3651.664529	4017.736488	3916.588982	3414.947388	3575.467752	1089.489668	431.1171228	86011.92456	83044.82248	7282.363314	5993.137598	16.64172205	22.02838134	16.86209561	34.02092588	97.87358095	123.7577841	5.438417718	6.248548322	143.2726011	168.4006471
P2RY1	186.0006121	394.9166165	263.0005482	271.0005333	424	523.0010182	88	133	346	381.0007382	661.81151	310.84699	598	641	343	361	192	193	71.95763448	108	310	288	444	679	8	1
P3H1	2226.055654	4731.558028	2556.772903	2694.407287	3179.899415	3476.297006	5608.494701	4823.735431	5315.551336	6037.750285	5489.916058	2571.48506	4477.13151	4441.537314	5435.286634	4401.820306	4627.321117	4131.268378	1769.018884	2746.683695	1017.101581	970.8610673	2896.643824	3910.608313	5450.558125	5389.697777
P3H2	1503.003372	3018.019213	2463.024087	2435.019134	107	108.9235421	3278.020697	3101	10111.03296	11686.55602	2453.085319	1201.022527	3455.705799	3368.98849	698.4977497	745	1725.999583	1572.070024	321.0676389	451.0020627	598.4923285	459.5663325	1286.463719	2113.033553	5594.038087	4633.113108
P3H3	1537.006353	3009.134696	2187.149099	2326.346565	41.00545686	37.45643508	110	137.1368801	1808.45258	2086.601705	2716.523251	1194.575466	1022.247984	1052.010381	296.004205	273.0031194	3842.413238	3181.006369	1399.502802	2238.040529	1503.003644	1454	1465.579252	1855.957517	1239.003348	1213.006812
P3H4	771.6925301	1535.019547	1272.523491	1299.601294	952.9311641	1067.874991	2518.067877	2187.631375	3101.111276	3475.744769	1822.669222	901.2612252	498.3245054	483.8522932	2604.986189	2180.741748	1845.501531	1610.811886	1103.247885	1800.575974	485.1977562	487.7612543	1142.020365	1343.67865	2754.676415	2799.984613
P4HA1	1844	4045	2111	2403	2976	3365	5893	5801	4400	4483	5954	2648	3465	2996	8066	7672	4863	4736	1223	1730	585	596	2413	3243	4189	4055
P4HA2	1290.090472	2970.90823	2215.635072	2359.553873	2873.67221	3408.462028	4501.333197	4103.722886	2058.340702	2348.623514	2144.155368	1100.288879	4187.247269	4123.66464	6078.806477	5381.637609	11166.64986	10484.38387	755.9186194	1109.014729	298.4163626	397.3253364	2006.513956	2553.1394	5333.476182	4924.511553
P4HB	16434.0005	34726.00099	25091	26458	26031.03657	29690.00025	65751.00265	61126	47598.00462	53714.0024	57511.01951	26230	68915.00412	67408.65109	84138.13697	72287.79952	49565.0012	42080.00335	15966	23676.04005	9784.011873	9242	27813.00169	35378.00294	41876.04618	40830.00683
PA2G4	13740.92253	32810.81467	21966.52549	24835.17534	11271.63351	13634.72261	14933.24542	14453.56744	7737.999062	8480.645012	22849.39188	11202.37992	35455.69037	34111.35136	16235.29139	16073.5212	21595.50642	18214.99528	19413.61817	29609.03536	12781.52265	10747.93283	5256.166753	6675.910467	8999.863351	8589.747382
