"","Hs_A375.DMSO","Hs_FemxI.DMSO","Hs_FemxV.DMSO","Hs_LOX.DMSO","Hs_MeWo.DMSO","Hs_Skmel28.DMSO","Hs_WM115.DMSO","Hs_WM1341.DMSO","Hs_WM1366.DMSO","Hs_WM1382.DMSO","Hs_WM239.DMSO","Hs_WM266.DMSO","Hs_WM35.DMSO","Hs_WM45.1.DMSO","Hs_WM793.DMSO","Hs_WM852.DMSO","Hs_WM9.DMSO","Hs_WM983.DMSO","Mm_DMSO"
"SUOX",4.38498066283009,3.41288540323057,4.00350087162688,4.1221170609533,3.36821463692662,2.55082856718146,4.11112798732319,4.15275795535331,3.6571668347322,5.2193049127033,3.8199787922069,4.06895025471492,3.35539697711841,4.00098119975053,3.98296817089484,3.81450393571547,4.59106814946545,4.25833069445009,4.95746726718662
"GALNT6",3.46919014489389,1.05967168306958,-1.12265298988544,3.90819784094188,-2.68565867012416,0.304389019961514,-2.28101760879859,-2.36011878097568,3.71135325618636,-1.60050767994147,-2.29081677330707,0.688613415565193,-2.66183712533937,-2.30983962983676,-2.54448516429187,2.44538774683596,4.16224815866297,-2.29249537660523,2.3418500732976
"TPM1",7.84155012400099,5.06224167089883,4.70439585276349,6.36416580438467,6.23381722872882,4.36088571748546,5.83082086203495,6.02090018636465,7.83413310385317,5.33582676067816,5.11965970381149,5.40249024020663,6.32772814616305,3.65517624573368,11.0621668478795,8.50238860975819,8.95855087904516,7.48164412138958,8.98111679771328
"OSGIN1",2.69966781698658,4.44848305917348,4.17608934658568,1.76991848011904,4.58487247154188,3.99411859653646,5.41181317536557,4.19486420591431,0.914884893437062,5.25913706843996,5.83489202734529,4.30721976752952,4.05587220037714,4.52272293707382,5.01570777253469,2.83773692059167,2.54270855605908,4.56956729612669,4.12569333346895
"TOB1",4.02022569938473,3.9123238148836,4.09229790942685,4.10364093630937,4.13439160894753,4.21705819606749,4.96257087156223,3.54312407853354,3.33286682460416,3.66854411691022,3.92229071823501,4.23780982429226,4.70936917166345,3.34212038666244,3.71617602437457,3.87919897303156,3.97386490357107,3.38720514365875,4.51951619755425
"CYR61",5.77517075053315,2.25468538266659,-1.31308906332087,8.76294210426092,1.78379533682246,1.22598668414894,-0.00393959754245294,3.13854504128766,9.53246443024121,3.64408262412874,0.360139233384334,-0.125435358370498,-0.554623760376268,-3.32192809488736,7.01226635461926,5.85551408695946,3.95538187992385,5.62697292716355,5.31231592039121
"LYAR",6.46557288874094,5.50218761521974,5.431655652407,4.6670456246218,4.65773012108282,4.81457102835862,4.49706542317446,4.79068511651046,6.44841949787371,4.29127198694128,4.87848184252891,4.66689417276887,5.21116097368099,4.79500616675019,4.48576080623982,4.24200449896988,5.22477595582814,5.20417552363999,6.97752747970105
"FRMD4A",5.57137570390498,5.16232071200415,5.31185865775938,3.15663121163809,5.78625060994379,6.84116751935372,5.47765899554726,2.5429853112471,3.57949133170279,4.20844160568865,5.67715332306019,6.99253476776818,6.57855829828257,5.80484104333846,6.16015985578971,3.0679464538664,5.18186163038032,6.46011726240277,4.87550109093037
"RABGEF1",4.67027135419677,4.85071058078477,4.77258948066196,5.08240924381459,4.36625038943273,3.47607346001681,4.86014880026082,4.34695753957973,3.84362205126241,3.80814360900686,4.59757265058994,4.75790983265151,3.38663030483712,4.29581964303705,5.89586467606261,4.54129877198175,4.44199409806028,3.88910416933966,4.38109994030741
"TMEM171",2.78096675000068,-3.32192809488736,-3.32192809488736,-1.38767696855847,2.62891120805423,-1.13397211165302,4.77449006090226,2.88702987010661,2.14271478470991,5.58421086670396,2.01472191561717,3.90047143351067,2.48824421619943,0.0752990243711472,5.76232638605055,3.33505285169949,5.21146617620744,4.0483826406038,3.96917147357775
"NRG1",3.01758779290567,-1.45225135511799,-2.41467525346867,2.42847378224398,-3.32192809488736,2.31865127297002,-0.616103384681097,0.650408930395677,4.0908942959188,-0.998234860279582,-2.21359483565883,-0.681745368525028,-2.68886427998303,-3.32192809488736,5.02688372773903,5.465919911954,-2.52319827317403,3.40038404429757,2.55604455064864
"RHPN1",3.38682429727409,1.31312069870412,1.47114719309922,2.3332985745724,2.15241602067205,1.85091679514042,2.43840346432688,0.27397429791731,4.28898391759412,-0.342170733570089,1.62854654136261,2.45900085523996,0.624888007228238,2.55293950346563,2.58036556704835,-1.20284801886891,2.00687060110689,0.985552669694351,0.734373692197977
"GNE",5.68030584317674,4.32094335636264,4.20146392221616,4.29073485207391,2.78747144525022,3.77151491320981,4.40748883433554,4.3678986169638,2.80539563619787,3.44118734201713,4.09296959077985,4.15073110812355,3.85405124830559,3.56779540384201,5.13444037053761,5.28578768411796,4.57339416827586,3.98160909345117,4.09290802847126
"SDC3",4.75381250538408,6.85449544997935,7.20394766716612,4.06444673393103,7.3025062530957,8.37793333954772,8.08351483570294,7.18674604112523,1.77000894775642,6.81880427319173,8.9747317002292,9.26335416751795,8.40925910131507,7.3457037326328,7.16359657408154,5.51461753986371,7.53412909538631,7.33376700109871,3.22767216708007
"DACT1",-0.0337518086300486,1.08435922451638,0.0960621604688182,2.93767881726222,-2.73943433476387,1.43834772614843,3.25583199764784,1.54685062859065,-2.35425875552223,2.90427441082055,0.36894209732896,1.86568379229066,2.32315090385799,-1.0189964041386,1.51266932939179,-1.65369400380655,1.97028812592623,2.77730094065231,-0.456929600346516
"CYB5A",4.95216522626412,5.97917549486025,5.96466820787069,6.77217474345443,5.42169921651583,5.93387549999191,5.26925012209528,5.83964487450493,5.0835373251255,5.86147128557267,5.34280861906095,5.91879620994542,5.4488410756383,5.71162538983586,5.35453650774746,7.13633871152114,5.81289220637501,5.77582200544615,9.28900800134649
"PPFIBP2",0.633364229018072,3.09947555383823,2.94213043408405,0.240092196396609,3.40621362400806,5.09158015870254,4.00882176011419,5.08221756956801,0.566240700989354,4.63610645987207,2.67706510990041,4.41474119440844,3.75571390394914,0.580970109171444,3.39209591868868,3.38181231274702,3.04750445807706,3.9572003944616,3.16879342300732
"PLIN4",1.29952851174343,-2.49150167882164,-2.48762013355769,-2.82448589500748,-2.85195880586343,-2.98899209795708,-1.43657104126734,-2.91623615315939,-2.52561887743424,-2.96238644141972,-2.57606816770855,-0.873045403394614,-2.57076150867272,-2.87926064084268,-2.20794184515065,-0.607213604986195,-2.68066263533355,-2.56013209271872,-0.918346634575236
