baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ADORA2B	1165.5942399892	-4.1068202572837e-08	0.126270100093015	-3.25240912477179e-07	0.999999740495297	0.999999999882353
ADPGK	2260.01414162922	-1.27401177024707e-08	0.0672591184906835	-1.89418445979713e-07	0.999999848865946	0.999999999882353
ADPRHL2	969.551784376341	-3.49348874915197e-08	0.112456344797738	-3.10652880941069e-07	0.999999752134862	0.999999999882353
ADPRM	199.677926748274	-6.75146164180771e-08	0.176594170761366	-3.82315090735981e-07	0.999999694956692	0.999999999882353
ADRB2	273.557645844002	-1.92271798968219e-07	0.302135567777093	-6.36375916886658e-07	0.999999492245481	0.999999999882353
ADRM1	4838.53385551568	-1.99587172843469e-08	0.0773921690897404	-2.57890656368652e-07	0.999999794233027	0.999999999882353
ADSL	3746.47643602887	-3.01274970583892e-08	0.0969144702207507	-3.10866860126926e-07	0.999999751964132	0.999999999882353
ADSS	3085.19851177111	-1.65516902168167e-08	0.0744760264013754	-2.22241854413853e-07	0.999999822676656	0.999999999882353
ADSSL1	54.3415795765955	-2.19844302881166e-07	0.38833065505391	-5.66126572857468e-07	0.999999548296348	0.999999999882353
AEBP2	1085.34343554414	-1.90441248473508e-08	0.0850662769887605	-2.23873966529263e-07	0.999999821374419	0.999999999882353
AEN	1888.49695471644	-5.45687832346973e-08	0.135292205708532	-4.0334018466857e-07	0.999999678181094	0.999999999882353
AES	6594.75504754348	-3.18198438152555e-08	0.0965208715473967	-3.29668011748426e-07	0.999999736962983	0.999999999882353
AFAP1	7969.76014161411	-1.90494459339824e-08	0.0803165623082608	-2.37179547860493e-07	0.999999810758101	0.999999999882353
AFAP1L1	986.865997223366	-3.15743750327404e-08	0.110460237235348	-2.8584380970926e-07	0.999999771929637	0.999999999882353
AFDN	1824.80246432927	-3.02657170135804e-08	0.115470497415968	-2.62107791088418e-07	0.99999979086824	0.999999999882353
AFF1	1271.81429331726	-5.17509721594486e-08	0.156337326345025	-3.31021217832764e-07	0.999999735883281	0.999999999882353
AFF3	256.834247605434	-2.35337277421423e-07	0.366349606521732	-6.42384414318903e-07	0.999999487451394	0.999999999882353
AFF4	4794.18305633609	-6.1137644862757e-08	0.153926730134659	-3.97186666729504e-07	0.999999683090891	0.999999999882353
AFG1L	153.617903609326	-9.43410960958296e-08	0.226340916592747	-4.16809728952263e-07	0.999999667433953	0.999999999882353
AFG3L2	2491.44205791472	-1.97153737450708e-08	0.0805858409720902	-2.44650592551351e-07	0.999999804797069	0.999999999882353
AFMID	426.468374785451	-3.72067937867661e-08	0.128210463745357	-2.90200914183289e-07	0.999999768453171	0.999999999882353
AFTPH	977.684494691192	-2.73982043306485e-08	0.103954454936485	-2.63559693977411e-07	0.999999789709789	0.999999999882353
AGA	593.744706967345	-4.81857822901189e-08	0.139147386260397	-3.46293118290739e-07	0.999999723698067	0.999999999882353
AGAP1	1126.50252269013	-3.68065376579638e-08	0.125464094010071	-2.93363116741667e-07	0.999999765930098	0.999999999882353
AGAP3	2653.88718212275	-1.24896746593019e-08	0.065826558584907	-1.89736102384753e-07	0.999999848612493	0.999999999882353
AGBL3	49.2996045535098	-2.41765768834294e-07	0.469666465971689	-5.14760551052132e-07	0.999999589280504	0.999999999882353
AGBL5	1347.55639877838	-1.69430153276709e-08	0.0784437455409094	-2.15989371884785e-07	0.999999827665415	0.999999999882353
AGER	4.34463849743759	-5.20212458702351e-07	1.14280404009187	-4.55207052523662e-07	0.999999636797321	0.999999999882353
AGER.1	19.3995586283902	-4.36741220890143e-07	0.651100717418735	-6.70773674803474e-07	0.999999464800041	0.999999999882353
AGER.2	19.3995586283902	-4.36741220890143e-07	0.651100717418735	-6.70773674803474e-07	0.999999464800041	0.999999999882353
AGER.3	4.34463849743759	-5.20212458702351e-07	1.14280404009187	-4.55207052523662e-07	0.999999636797321	0.999999999882353
AGER.4	17.4278692117413	-3.87574734392426e-07	0.636980937927438	-6.08455781508138e-07	0.999999514522526	0.999999999882353
AGER.5	19.3995586283902	-4.36741220890143e-07	0.651100717418735	-6.70773674803474e-07	0.999999464800041	0.999999999882353
AGER.6	25.4848714739988	-3.19602835447997e-07	0.575446093293221	-5.5540013073847e-07	0.999999556854811	0.999999999882353
AGFG1	2935.07128564114	-1.24896594129939e-08	0.0672186304776034	-1.85806514120446e-07	0.999999851747851	0.999999999882353
AGFG2	517.799121231867	-3.97135305403815e-08	0.131464580732642	-3.02085400638416e-07	0.999999758970723	0.999999999882353
AGGF1	2114.79871525677	-1.8171278443773e-08	0.0824891674699974	-2.2028684494097e-07	0.999999824236527	0.999999999882353
AGK	1682.49116640436	-1.83570390699168e-08	0.0820753037007753	-2.23660933827813e-07	0.999999821544394	0.999999999882353
AGL	659.094558108928	-7.58400276667677e-08	0.179706819662105	-4.22020866038175e-07	0.999999663276067	0.999999999882353
AGO1	1940.49182379109	-2.69583230523165e-08	0.0989350795652267	-2.72484978743492e-07	0.999999782588442	0.999999999882353
AGO2	2631.96211565183	-3.54624725360533e-08	0.114647091338538	-3.09318554199837e-07	0.999999753199501	0.999999999882353
AGO3	713.052939994454	-4.05816769163229e-08	0.128561544042135	-3.15659532706162e-07	0.999999748140132	0.999999999882353
AGPAT1	790.523353524635	-9.06993957260305e-06	1.36782319153391	-6.63092980784441e-06	0.999994709283483	0.999999999882353
AGPAT1.1	790.523353524635	-9.06993957260305e-06	1.36782319153391	-6.63092980784441e-06	0.999994709283483	0.999999999882353
AGPAT1.2	790.523353524635	-9.06993957260305e-06	1.36782319153391	-6.63092980784441e-06	0.999994709283483	0.999999999882353
AGPAT2	1232.884524313	-4.42114574548533e-08	0.126121761236883	-3.50545829849417e-07	0.999999720304894	0.999999999882353
AGPAT3	2130.18131626452	-1.06272185671806e-08	0.0614421492412656	-1.72963001757159e-07	0.999999861995491	0.999999999882353
AGPAT4	306.177642136556	-5.1383129701511e-08	0.160333925092046	-3.20475717612555e-07	0.999999744297373	0.999999999882353
AGPAT5	1455.97360852088	-1.99238032289782e-08	0.085423854695503	-2.33234654418223e-07	0.99999981390567	0.999999999882353
AGPS	3175.28940308053	-1.65762380490887e-08	0.0764574038818494	-2.16803569144254e-07	0.999999827015779	0.999999999882353
AGRN	12800.7877820178	-2.9041053227768e-08	0.0976160543181725	-2.97502838345737e-07	0.999999762627078	0.999999999882353
AGTPBP1	441.013262586289	-4.38159564523104e-08	0.136096922884708	-3.219467091804e-07	0.999999743123691	0.999999999882353
AGTRAP	1090.44486841121	-2.3282591603613e-08	0.0945108260099697	-2.46348408817811e-07	0.999999803442408	0.999999999882353
AHCTF1	4977.87560053422	-3.49862280673039e-08	0.108733920716661	-3.21760015979477e-07	0.999999743272651	0.999999999882353
AHCY	7145.57873807683	-2.0128916485726e-08	0.0764631804949552	-2.63249793631773e-07	0.999999789957054	0.999999999882353
AHCYL1	5677.76619147294	-9.2410125998587e-09	0.0542267828239893	-1.70414177618713e-07	0.999999864029159	0.999999999882353
AHCYL2	648.712194784832	-5.68194227622201e-08	0.167069191159893	-3.40095156789508e-07	0.999999728643325	0.999999999882353
AHDC1	1022.36685654015	-5.45096324047755e-08	0.151783457406432	-3.59127623893916e-07	0.999999713457614	0.999999999882353
AHI1	760.347510375306	-2.35864838605435e-08	0.100751220978565	-2.34106183840308e-07	0.99999981321029	0.999999999882353
AHNAK	24166.6144516581	-1.08058234137997e-07	0.186521578007772	-5.79333690461776e-07	0.999999537758593	0.999999999882353
AHNAK2	1072.49323131019	-9.51422863986965e-08	0.203881287404216	-4.66655315012147e-07	0.999999627662929	0.999999999882353
AHR	3624.08644149937	-6.25653176119871e-08	0.152412744955857	-4.10499250768745e-07	0.999999672468986	0.999999999882353
AHRR	2103.28208806386	-5.74886497121898e-08	0.158261550625232	-3.632508937583e-07	0.99999971016772	0.999999999882353
AHSA1	4950.12766242477	-2.44575956315063e-08	0.086301942629536	-2.83395655837021e-07	0.999999773882982	0.999999999882353
AIDA	4655.9435186441	-1.57531077483862e-08	0.0714895792513901	-2.2035530091723e-07	0.999999824181907	0.999999999882353
AIFM1	1778.98072740668	-3.17607638711558e-08	0.104352127015971	-3.04361442161068e-07	0.999999757154704	0.999999999882353
AIFM2	846.709923221633	-4.46269210501258e-08	0.132500946694138	-3.36804544899906e-07	0.999999731268854	0.999999999882353
AIG1	1140.39757231894	-4.22278958237553e-08	0.134434024183584	-3.14116133026626e-07	0.999999749371587	0.999999999882353
AIMP1	1919.74027036098	-1.8000074272128e-08	0.078741578819903	-2.28596816851966e-07	0.999999817606129	0.999999999882353
AIMP2	976.764243503545	-3.13504261787391e-08	0.106973635795115	-2.93066847225649e-07	0.999999766166487	0.999999999882353
AIP	1554.20216567909	-3.30272872115005e-08	0.105066391805628	-3.14346830074841e-07	0.999999749187518	0.999999999882353
AIP.1	1554.20216567909	-3.30272872115005e-08	0.105066391805628	-3.14346830074841e-07	0.999999749187518	0.999999999882353
AJUBA	2921.66093341827	-1.04175885591481e-07	0.18104803990106	-5.75404658611117e-07	0.999999540893507	0.999999999882353
AK1	1273.55850425376	-2.63967030014276e-08	0.0976925915777314	-2.7020168648535e-07	0.999999784410246	0.999999999882353
AK2	7448.3237173803	-2.29656849785316e-08	0.0816249979555928	-2.81356025160649e-07	0.999999775510371	0.999999999882353
AK3	1395.92375733867	-1.63479111721917e-08	0.0769935409105652	-2.12328345713847e-07	0.999999830586491	0.999999999882353
AK4	1459.97913833578	-3.33926470739619e-08	0.111505040889493	-2.99472084917269e-07	0.999999761055847	0.999999999882353
AK5	694.364597804936	-2.24129311655497e-07	0.323113061871133	-6.9365599260387e-07	0.999999446542593	0.999999999882353
AK6	787.546530517455	-5.3085028825944e-08	0.142516568714772	-3.72483208827365e-07	0.999999702801398	0.999999999882353
AK6.1	181.229408944891	-8.76473226674748e-08	0.207238465229073	-4.22929800076414e-07	0.999999662550842	0.999999999882353
AK9	65.9555791799988	-1.2415146861605e-07	0.328628244555469	-3.77786969540575e-07	0.99999969856961	0.999999999882353
AKAP1	1658.58870818971	-1.91279476823644e-08	0.0812210510616257	-2.35504803648148e-07	0.999999812094353	0.999999999882353
AKAP10	1175.98385718841	-2.072133397745e-08	0.0882530722357077	-2.34794477433115e-07	0.999999812661111	0.999999999882353
AKAP11	2002.29464138554	-9.73124296218863e-08	0.208047270188545	-4.67741920063148e-07	0.999999626795944	0.999999999882353
AKAP12	12853.3297374828	-6.43402394266982e-08	0.141675364867511	-4.54138512273229e-07	0.999999637649893	0.999999999882353
AKAP13	1625.9504498975	-6.73908719914482e-08	0.172073313064481	-3.91640462958919e-07	0.999999687516121	0.999999999882353
AKAP2	2855.7259524103	-1.30091130098294e-08	0.0677316610345231	-1.92068418390014e-07	0.999999846751574	0.999999999882353
AKAP5	63.8998806080925	-1.94846918671774e-07	0.372676583896966	-5.22831127822196e-07	0.999999582841115	0.999999999882353
AKAP6	198.070471953154	-1.14006721978742e-07	0.261467530988857	-4.3602630715781e-07	0.999999652101341	0.999999999882353
AKAP7	199.179945235132	-6.1261252868465e-08	0.175729203481668	-3.4861168010049e-07	0.999999721848123	0.999999999882353
AKAP8	1054.95086638285	-2.6566647391501e-08	0.100424772472152	-2.64542769054995e-07	0.999999788925409	0.999999999882353
AKAP8L	1403.82190048065	-1.88515883882122e-08	0.0836670453718749	-2.25316769636391e-07	0.999999820223228	0.999999999882353
AKAP9	2467.96185047999	-6.38450249168892e-08	0.165491169025341	-3.85791128873547e-07	0.999999692183215	0.999999999882353
AKIP1	687.153741653634	-4.84847704089013e-08	0.141004865043285	-3.43851755710824e-07	0.999999725645993	0.999999999882353
AKIRIN1	2536.74786923583	-2.00859499271011e-08	0.0855543062495926	-2.34774271542839e-07	0.999999812677233	0.999999999882353
AKIRIN2	986.044134933837	-2.40446756970277e-08	0.0975617977891531	-2.46455848927591e-07	0.999999803356683	0.999999999882353
AKNA	416.200248794629	-3.54699459999475e-08	0.127098845651528	-2.79073706909951e-07	0.999999777331398	0.999999999882353
AKR1A1	1351.56779643001	-3.71135610415635e-08	0.115712060728271	-3.20740645426046e-07	0.999999744085991	0.999999999882353
AKT1	5155.92919835799	-1.39935356047527e-08	0.0670591818770713	-2.08674415837711e-07	0.999999833501905	0.999999999882353
AKT1S1	3255.42046048512	-1.64327285860437e-08	0.0724399761586643	-2.26846134654315e-07	0.999999819002972	0.999999999882353
AKT2	3569.95977963713	-1.00468766819733e-08	0.0568933646898247	-1.76591360640165e-07	0.99999985910048	0.999999999882353
AKT3	295.855844220931	-2.48901579522098e-07	0.338861045183515	-7.34524027060419e-07	0.999999413934619	0.999999999882353
AKT3.1	2678.4324215845	-5.46909839250886e-08	0.138661967554469	-3.94419500095475e-07	0.99999968529877	0.999999999882353
AKTIP	489.522648660862	-4.76830476502499e-08	0.140637813104412	-3.39048557409301e-07	0.999999729478391	0.999999999882353
ALAD	1373.46148645262	-2.35991867004723e-08	0.0965369634302413	-2.44457520331322e-07	0.999999804951119	0.999999999882353
ALAS1	2641.15198748315	-2.72662256463522e-08	0.0942760463264022	-2.89216897704335e-07	0.999999769238303	0.999999999882353
ALDH16A1	1041.79259631947	-2.2248763022214e-08	0.0907393642335629	-2.45194169147425e-07	0.999999804363358	0.999999999882353
ALDH18A1	2427.46279834774	-1.32348976774851e-08	0.0657305555784063	-2.01350765424429e-07	0.999999839345333	0.999999999882353
ALDH1A3	23065.9285396597	-1.84526423987836e-07	0.213386073408077	-8.64753828779398e-07	0.999999310026271	0.999999999882353
ALDH1B1	746.181042375303	-2.91093671588827e-08	0.10521076833762	-2.76676690217403e-07	0.999999779243941	0.999999999882353
ALDH1L1	473.908119614267	-1.05025033711809e-07	0.333254366721661	-3.1514976006159e-07	0.999999748546872	0.999999999882353
ALDH1L2	1319.30402203723	-7.58313274406831e-08	0.17325515615856	-4.37685833553395e-07	0.999999650777231	0.999999999882353
ALDH2	246.649538465044	-1.39012125125486e-07	0.239587848576801	-5.80213587422092e-07	0.999999537056537	0.999999999882353
ALDH3A2	1507.31986723487	-3.00364470178886e-08	0.106423685325686	-2.82234607136266e-07	0.999999774809364	0.999999999882353
ALDH3B1	740.878355671082	-8.13245172052171e-08	0.174989600900305	-4.64739143279431e-07	0.999999629191813	0.999999999882353
ALDH4A1	509.733462669535	-4.18022579757247e-08	0.134176468428805	-3.1154686410535e-07	0.999999751421567	0.999999999882353
ALDH5A1	175.995022610541	-1.20081249638853e-07	0.243544357452958	-4.93056997479595e-07	0.999999606597434	0.999999999882353
ALDH6A1	735.733742662839	-5.59567532589199e-08	0.172532743483265	-3.24325412841693e-07	0.99999974122576	0.999999999882353
ALDH7A1	2993.07887364201	-2.08386523455282e-08	0.082338109580246	-2.53086358816862e-07	0.999999798066302	0.999999999882353
ALDH8A1	4.70919253953096	-5.21052371183897e-07	1.18405229091379	-4.40058581181222e-07	0.999999648884052	0.999999999882353
ALDH9A1	2967.06563051851	-2.36821377379789e-08	0.0876483120737001	-2.70195023471365e-07	0.999999784415562	0.999999999882353
ALDOA	36965.8342789921	-3.90783986147145e-08	0.0988594038047011	-3.95292679408777e-07	0.999999684602074	0.999999999882353
ALDOA.1	36965.8342789921	-3.90783986147145e-08	0.0988594038047011	-3.95292679408777e-07	0.999999684602074	0.999999999882353
ALDOC	609.897336989203	-8.41748429743885e-08	0.177061530841099	-4.75398820819694e-07	0.999999620686621	0.999999999882353
ALG1	1051.46408199211	-1.85514508737436e-08	0.0836537596327326	-2.21764699580635e-07	0.99999982305737	0.999999999882353
ALG11	429.374873738674	-4.09738496094075e-08	0.139340289230446	-2.94056010904666e-07	0.999999765377249	0.999999999882353
ALG12	882.87765585881	-2.42322409437731e-08	0.103546161621387	-2.3402355591294e-07	0.999999813276218	0.999999999882353
ALG13	685.816491244295	-2.66780274177085e-08	0.104546567152591	-2.55178416128869e-07	0.999999796397081	0.999999999882353
ALG14	282.581801747216	-5.15350521333795e-08	0.159266203992499	-3.23578077718275e-07	0.999999741822048	0.999999999882353
ALG2	905.99719699641	-1.96930218066083e-08	0.0891924350967793	-2.20792512114286e-07	0.999999823833063	0.999999999882353
ALG3	1715.27911890931	-2.64138560777442e-08	0.0977940574025236	-2.70096739815426e-07	0.999999784493981	0.999999999882353
ALG5	850.282936638708	-4.76290678577115e-08	0.132471512884815	-3.59541963555027e-07	0.999999713127018	0.999999999882353
ALG6	452.042457577832	-5.38502719784055e-08	0.151513925626807	-3.55414670668911e-07	0.999999716420122	0.999999999882353
ALG8	1760.54690835932	-1.66090193131447e-08	0.0760228930145212	-2.18473918244235e-07	0.999999825683034	0.999999999882353
ALG9	667.753019669474	-3.53252713555814e-08	0.122487151289685	-2.88399811601759e-07	0.999999769890243	0.999999999882353
ALKBH1	370.0697578789	-4.85151122775957e-08	0.144876151516979	-3.34873005457423e-07	0.999999732809999	0.999999999882353
ALKBH2	425.31372528233	-1.2097986306911e-07	0.214664285819453	-5.63577041273008e-07	0.99999955033058	0.999999999882353
ALKBH3	604.13138124089	-4.1974985761146e-08	0.12894546359385	-3.25525106438472e-07	0.999999740268543	0.999999999882353
ALKBH4	357.104139341316	-8.30619931589464e-08	0.188768901121758	-4.40019477071441e-07	0.999999648915253	0.999999999882353
ALKBH5	1798.26503730376	-2.35921946815495e-08	0.0925085207595516	-2.55027261141386e-07	0.999999796517686	0.999999999882353
ALKBH6	417.85347419953	-4.87433858535738e-08	0.143876454377484	-3.3878639882025e-07	0.999999729687563	0.999999999882353
ALKBH7	444.479759089097	-3.74599096488812e-08	0.128420528922113	-2.91697207318003e-07	0.999999767259302	0.999999999882353
ALKBH8	580.813870376687	-4.41471007114934e-08	0.13511619369385	-3.26734342528352e-07	0.999999739303713	0.999999999882353
ALMS1	1031.5755350211	-8.60321655855481e-08	0.198845524069149	-4.32658295872078e-07	0.999999654788626	0.999999999882353
ALPK1	486.038994268898	-3.53051807509254e-08	0.126711228406435	-2.78627089287474e-07	0.999999777687747	0.999999999882353
ALS2	1507.90500116115	-1.79780311690072e-08	0.0831600195293625	-2.16185990224058e-07	0.999999827508536	0.999999999882353
ALS2CR12	9.62504680436738	-5.01329280284271e-07	0.817835994211596	-6.12994883855116e-07	0.999999510900846	0.999999999882353
ALX1	263.13162918735	-1.17218093090404e-07	0.228052766003707	-5.1399548948465e-07	0.999999589890935	0.999999999882353
