baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CHCHD5	388.959304790423	-1.00084456457114e-07	0.209907480741951	-4.76802713763938e-07	0.999999619566476	0.999999999882353
CHCHD6	232.069266340919	-1.04888979222881e-07	0.2173942631477	-4.82482737603881e-07	0.999999615034473	0.999999999882353
CHCHD7	823.697190979893	-3.58233890857826e-08	0.116720504150964	-3.06915990008485e-07	0.99999975511647	0.999999999882353
CHD1	2624.10179017099	-2.78483509291478e-08	0.102502103182879	-2.71685653897875e-07	0.999999783226211	0.999999999882353
CHD1L	3067.06575584131	-1.11354098073818e-08	0.0616610288894994	-1.80590723313053e-07	0.99999985590945	0.999999999882353
CHD2	2915.16496429335	-1.99108200717116e-08	0.0863778765384737	-2.30508330021786e-07	0.999999816080962	0.999999999882353
CHD3	6231.55376305088	-1.19699391709447e-08	0.063387173071722	-1.88838507711975e-07	0.99999984932867	0.999999999882353
CHD4	13027.833743474	-2.40242703510253e-08	0.0843819187095774	-2.84708747068327e-07	0.999999772835286	0.999999999882353
CHD5	11.3410864258315	-5.71151566421479e-07	0.868188855653163	-6.57865581552283e-07	0.999999475099209	0.999999999882353
CHD6	1909.69623711107	-7.36172520034676e-08	0.17868463568676	-4.11995422664773e-07	0.999999671275213	0.999999999882353
CHD7	1135.20916626609	-5.49965854277917e-08	0.147556654920283	-3.72715046010657e-07	0.999999702616419	0.999999999882353
CHD8	3058.90093525993	-3.76656445405528e-08	0.119111943439327	-3.16220552305394e-07	0.999999747692504	0.999999999882353
CHD9	1751.07128278225	-6.61122859333732e-08	0.167023516773158	-3.95826211845145e-07	0.999999684176377	0.999999999882353
CHEK1	1625.14088763333	-1.58858090706429e-08	0.0748172926562751	-2.12328039503185e-07	0.999999830586735	0.999999999882353
CHEK2	505.824968856564	-5.18555185560743e-08	0.145874229401574	-3.55481011065514e-07	0.99999971636719	0.999999999882353
CHERP	2308.46893339583	-1.96490457081421e-08	0.0810308183353651	-2.42488550798289e-07	0.999999806522129	0.999999999882353
CHFR	615.704047456231	-3.26010685922554e-08	0.115198426108147	-2.82999253493705e-07	0.999999774199265	0.999999999882353
CHIC1	385.56616239744	-3.81416248567548e-08	0.137738152135454	-2.76914015945602e-07	0.999999779054582	0.999999999882353
CHIC2	337.436066836606	-9.40404213930143e-08	0.206023497006571	-4.56454835294904e-07	0.999999635801734	0.999999999882353
CHID1	1687.78896645759	-2.42038358906747e-08	0.0930513031201307	-2.60112809590932e-07	0.999999792460005	0.999999999882353
CHKA	653.733130637215	-2.59238963586544e-08	0.101188592397349	-2.56193862810701e-07	0.999999795586872	0.999999999882353
CHKB	668.704274636797	-2.57052980603059e-08	0.108219708305657	-2.37528805637726e-07	0.999999810479433	0.999999999882353
CHM	1221.62666803276	-3.81756965711243e-08	0.12563697722358	-3.03857171787792e-07	0.999999757557054	0.999999999882353
CHML	2359.11033961805	-3.84485559616497e-08	0.118859225636205	-3.23479778333152e-07	0.999999741900479	0.999999999882353
CHMP1A	2347.30734549952	-2.01999400151275e-08	0.0826522953668318	-2.44396600547814e-07	0.999999804999726	0.999999999882353
CHMP1B	1596.91074285906	-3.0122879249009e-08	0.107502817497992	-2.80205486238271e-07	0.999999776428369	0.999999999882353
CHMP2A	1987.29783879804	-6.80736817350778e-08	0.146493926722588	-4.64686033462585e-07	0.999999629234188	0.999999999882353
CHMP2B	1141.23956682997	-2.26141554995615e-08	0.0911936489875749	-2.47979500224217e-07	0.999999802140985	0.999999999882353
CHMP3	2350.12889109328	-1.66382253505056e-08	0.0772821469450147	-2.15291965974283e-07	0.999999828221864	0.999999999882353
CHMP4B	3267.30334886348	-4.20645368095191e-08	0.117576535544286	-3.57763023164391e-07	0.999999714546407	0.999999999882353
CHMP5	2699.13924453765	-1.66380436136131e-08	0.0733847959947607	-2.26723306756906e-07	0.999999819100974	0.999999999882353
CHMP6	511.664511586402	-4.81612097414093e-08	0.140524323479134	-3.42725078114756e-07	0.999999726544952	0.999999999882353
CHMP7	1866.78288048675	-1.94630046642407e-08	0.0843739548166452	-2.30675505332613e-07	0.999999815947576	0.999999999882353
CHN1	1116.94694098404	-2.31232769097069e-08	0.0972018566225463	-2.37889251431679e-07	0.999999810191839	0.999999999882353
CHN2	38.419512763493	-3.06752610330551e-07	0.493767915942505	-6.21248567244432e-07	0.99999950431536	0.999999999882353
CHORDC1	1705.41724583243	-1.44046616604319e-08	0.070815418126735	-2.03411376243696e-07	0.999999837701203	0.999999999882353
CHP1	2433.19085043513	-1.40912313287229e-08	0.0693755475691368	-2.0311524481562e-07	0.999999837937482	0.999999999882353
CHPF	4033.55897284927	-1.30055385564615e-08	0.0660843558714807	-1.9680207796463e-07	0.99999984297466	0.999999999882353
CHPF2	3328.17193623153	-1.61530702431066e-08	0.0795207787034909	-2.03130181902979e-07	0.999999837925564	0.999999999882353
CHPT1	1880.61620836242	-3.41210549260197e-08	0.110218889635648	-3.09575382575655e-07	0.999999752994582	0.999999999882353
CHRAC1	1364.32886658189	-2.46730646851987e-08	0.0950898756690813	-2.59470995325122e-07	0.999999792972099	0.999999999882353
CHRNB1	696.868961715307	-4.56477117156864e-08	0.142994549396223	-3.19226934931635e-07	0.999999745293757	0.999999999882353
CHRNB4	4.99227852276557	-4.28998318354379e-07	1.11301429534085	-3.8543828246429e-07	0.999999692464745	0.999999999882353
CHST10	689.053964802471	-3.13178008614896e-08	0.116529952845811	-2.68753226931519e-07	0.99999978556595	0.999999999882353
CHST11	926.535012089078	-3.80684377731354e-08	0.12458841785234	-3.0555358539229e-07	0.999999756203512	0.999999999882353
CHST12	1015.9223290919	-2.16404998013103e-08	0.0954036747527815	-2.26830883164481e-07	0.99999981901514	0.999999999882353
CHST14	1085.52531067634	-5.45369840210789e-08	0.146856148880301	-3.71363299643182e-07	0.999999703694957	0.999999999882353
CHST3	1630.06568892872	-1.74464528531224e-08	0.0827869434565083	-2.1073918331443e-07	0.999999831854459	0.999999999882353
CHSY1	2478.87825472838	-4.66639831372961e-08	0.129133895189993	-3.61361229510191e-07	0.999999711675454	0.999999999882353
CHSY3	107.720959213942	-1.99332228085098e-07	0.357592515765579	-5.57428411661085e-07	0.999999555236477	0.999999999882353
CHTF18	1275.19261645086	-4.92120273398912e-08	0.134216966118481	-3.6666025736604e-07	0.999999707447442	0.999999999882353
CHTF8	4068.47419685662	-9.27023718956389e-09	0.0550501657429674	-1.6839617219042e-07	0.999999865639294	0.999999999882353
CHTOP	3008.12551983739	-1.732945314527e-08	0.0744529775035828	-2.32757019615986e-07	0.999999814286768	0.999999999882353
CHUK	1513.61864608621	-2.42845113541429e-08	0.0940813867650457	-2.58122378816438e-07	0.999999794048139	0.999999999882353
CHURC1	1294.12391147407	-2.43075340500725e-08	0.0990112679279456	-2.45502704477657e-07	0.999999804117182	0.999999999882353
CIAO1	3192.89347563497	-1.3785897434764e-08	0.0679904299334505	-2.02762321818787e-07	0.999999838219074	0.999999999882353
CIAPIN1	1947.39706979605	-1.64769211460452e-08	0.0746334568218012	-2.2077124452893e-07	0.999999823850032	0.999999999882353
CIART	64.7290808236967	-1.71598870597201e-07	0.436042941640226	-3.93536631854908e-07	0.999999686003197	0.999999999882353
CIB1	1730.00569324374	-6.35286021293384e-08	0.14660747744441	-4.33324433628749e-07	0.999999654257125	0.999999999882353
CIC	2471.5866067128	-5.22604932521093e-08	0.143863427367219	-3.63264619844705e-07	0.999999710156768	0.999999999882353
CINP	1052.82879554758	-3.21608033770002e-08	0.109097952226834	-2.94788332141489e-07	0.999999764792941	0.999999999882353
CIPC	552.543876942935	-3.32752422333894e-08	0.120422473249542	-2.76320867156047e-07	0.999999779527846	0.999999999882353
CIR1	1086.53275265619	-3.61030171062857e-08	0.119562945082969	-3.01958245351286e-07	0.999999759072178	0.999999999882353
CIRBP	3071.2981583529	-1.79877621976765e-08	0.0770296381094852	-2.33517417959432e-07	0.999999813680058	0.999999999882353
CISD1	1007.18990719968	-3.18603592420589e-08	0.111186230991538	-2.86549503098848e-07	0.999999771366576	0.999999999882353
CISD2	974.789432200905	-3.08260433093709e-08	0.107728576415164	-2.86145462375494e-07	0.999999771688953	0.999999999882353
CISD3	601.785637032433	-6.63958516632964e-08	0.158546688388902	-4.18777915439223e-07	0.999999665863567	0.999999999882353
CISD3.1	601.785637032433	-6.63958516632964e-08	0.158546688388902	-4.18777915439223e-07	0.999999665863567	0.999999999882353
CISH	35.2265118992864	-4.62199414518383e-07	0.573395610529567	-8.06074211296302e-07	0.999999356845832	0.999999999882353
CIT	2936.08576730564	-2.2143743762218e-08	0.0893640991635386	-2.47792390562729e-07	0.999999802290277	0.999999999882353
CITED1	18.92144922378	-7.65587553745841e-07	0.756939496516765	-1.01142503102146e-06	0.999999192999583	0.999999999882353
CITED2	2196.36510492632	-1.37973596917192e-07	0.221673434180378	-6.2241827681039e-07	0.999999503382067	0.999999999882353
CIZ1	3801.49948389558	-2.27646049283512e-08	0.0861082043565279	-2.6437207811343e-07	0.999999789061601	0.999999999882353
CKAP2	3204.62661199783	-2.73750140404539e-08	0.0978039274397991	-2.79896878960244e-07	0.999999776674602	0.999999999882353
CKAP2L	3027.87992235691	-3.96859340671701e-08	0.122421527386203	-3.2417447253352e-07	0.999999741346193	0.999999999882353
CKAP4	6667.66611098708	-1.60388423156783e-08	0.0711939434294478	-2.25283802850064e-07	0.999999820249532	0.999999999882353
CKAP5	8791.03723471452	-2.28215039471523e-08	0.0842744536556873	-2.70799785192226e-07	0.999999783933032	0.999999999882353
CKB	1428.61734976931	-6.19168919543512e-08	0.141219162240484	-4.38445399137209e-07	0.999999650171185	0.999999999882353
CKLF	728.445751142248	-6.50438515563315e-08	0.156760164553862	-4.14925894862675e-07	0.999999668937035	0.999999999882353
CKS1B	3420.94637844116	-5.89079124182257e-08	0.132842058842401	-4.43443235760985e-07	0.999999646183489	0.999999999882353
CKS2	2039.80528460456	-4.30024602165612e-08	0.11888527598093	-3.61713928505824e-07	0.999999711394041	0.999999999882353
CLASP1	2880.78394468804	-4.54872775243243e-08	0.136885984948456	-3.32300472845721e-07	0.999999734862583	0.999999999882353
CLASP2	1815.22934428205	-4.86032151417811e-08	0.139574287801895	-3.48224704615839e-07	0.999999722156884	0.999999999882353
CLASRP	1156.46556958846	-2.93779949130929e-08	0.103820592356076	-2.82968862403852e-07	0.999999774223513	0.999999999882353
CLCC1	1204.17787938827	-1.93223346258496e-08	0.0881522378134882	-2.19192786310561e-07	0.99999982510946	0.999999999882353
CLCF1	259.795859524388	-8.46358137057819e-08	0.197739139010144	-4.28017508973982e-07	0.999999658491438	0.999999999882353
CLCF1.1	259.795859524388	-8.46358137057819e-08	0.197739139010144	-4.28017508973982e-07	0.999999658491438	0.999999999882353
CLCN2	537.438398477249	-3.61344712658215e-08	0.123955719985976	-2.91511124052281e-07	0.999999767407775	0.999999999882353
CLCN3	2389.33783073421	-3.94260523480434e-08	0.124707272664769	-3.16148781908062e-07	0.999999747749768	0.999999999882353
CLCN5	382.178762117575	-8.50066303650355e-08	0.204890186349659	-4.14888735666265e-07	0.999999668966683	0.999999999882353
CLCN6	732.888213277726	-2.50682121708567e-08	0.103956890794083	-2.41140457158454e-07	0.999999807597752	0.999999999882353
CLCN7	2842.03240208298	-2.76873579851231e-08	0.101178860045421	-2.73647656958121e-07	0.999999781660759	0.999999999882353
CLDN12	1394.76704090647	-5.33975106180599e-08	0.144485551001281	-3.69569899882836e-07	0.999999705125883	0.999999999882353
CLDND1	2924.5326508891	-1.248001628835e-08	0.0648177552033	-1.92540087962112e-07	0.999999846375237	0.999999999882353
CLEC11A	654.240738954591	-1.13095490251485e-07	0.237131077901308	-4.76932383778708e-07	0.999999619463014	0.999999999882353
CLEC16A	889.418027454392	-3.62662388743433e-08	0.12348526096324	-2.9368880618991e-07	0.999999765670236	0.999999999882353
CLEC2D	125.442999276367	-1.0223947373353e-07	0.260139144544264	-3.93018412944512e-07	0.999999686416676	0.999999999882353
CLHC1	62.9201834938723	-1.79821517072378e-07	0.329309717232444	-5.46055909262617e-07	0.999999564310421	0.999999999882353
CLIC1	2088.97218553901	-4.9750858884098e-08	0.131954422006787	-3.77030630178799e-07	0.999999699173081	0.999999999882353
CLIC1.1	2064.91757465589	-4.85252607989244e-08	0.130782039675029	-3.71039180299538e-07	0.999999703953567	0.999999999882353
CLIC1.2	2094.34215508515	-5.17105739480232e-08	0.134326089849084	-3.84962995692945e-07	0.999999692843969	0.999999999882353
CLIC1.3	2088.97218553901	-4.9750858884098e-08	0.131954422006787	-3.77030630178799e-07	0.999999699173081	0.999999999882353
CLIC1.4	2088.97218553901	-4.9750858884098e-08	0.131954422006787	-3.77030630178799e-07	0.999999699173081	0.999999999882353
CLIC1.5	2088.97218553901	-4.9750858884098e-08	0.131954422006787	-3.77030630178799e-07	0.999999699173081	0.999999999882353
CLIC1.6	2088.97218553901	-4.9750858884098e-08	0.131954422006787	-3.77030630178799e-07	0.999999699173081	0.999999999882353
CLIC4	12354.3792641844	-4.05264072334449e-08	0.112369508124467	-3.60653062470963e-07	0.99999971224049	0.999999999882353
CLINT1	3814.0329677979	-2.13793966356791e-08	0.0850045532312949	-2.51508840679468e-07	0.999999799324979	0.999999999882353
CLIP1	3126.5460372205	-1.10131008611961e-08	0.0630697885005791	-1.74617691338777e-07	0.99999986067524	0.999999999882353
CLIP2	1178.79311921462	-5.16516285478366e-08	0.143694181502615	-3.59455254260916e-07	0.999999713196202	0.999999999882353
CLIP4	2143.64805273134	-4.65087869236692e-08	0.126700588486976	-3.67076329155726e-07	0.999999707115464	0.999999999882353
CLK1	1364.12840963147	-2.02562042674588e-08	0.089221785060126	-2.27032044402702e-07	0.999999818854637	0.999999999882353
CLK2	711.051323757642	-2.44866195365518e-08	0.0977487121131816	-2.50505802144985e-07	0.999999800125288	0.999999999882353
CLK2.1	711.051323757642	-2.44866195365518e-08	0.0977487121131816	-2.50505802144985e-07	0.999999800125288	0.999999999882353
CLK3	1619.7832089258	-1.85546611550796e-08	0.081729039017536	-2.27026542562166e-07	0.999999818859027	0.999999999882353
CLK4	568.296002899546	-3.50120782576264e-08	0.128192615159061	-2.7312086748666e-07	0.999999782081077	0.999999999882353
CLMN	1486.85673872385	-5.59832915852982e-08	0.152854726274271	-3.66251623026991e-07	0.999999707773485	0.999999999882353
CLMP	1766.10630695829	-5.58774469299287e-08	0.148749977737132	-3.75646758271616e-07	0.999999700277251	0.999999999882353
CLN3	633.141103891736	-5.37584793536091e-08	0.145284676079016	-3.70021676094536e-07	0.999999704765417	0.999999999882353
CLN5	797.44144621807	-3.44677216335892e-08	0.121380856097708	-2.8396340857774e-07	0.99999977342998	0.999999999882353
CLN6	1550.53124378034	-3.99642179499337e-08	0.117245377280562	-3.40859647321544e-07	0.99999972803335	0.999999999882353
CLN8	412.317668613111	-1.00605169100672e-07	0.206810567244204	-4.86460486237516e-07	0.999999611860689	0.999999999882353
CLN8.1	103.158908284033	-1.45353995216979e-06	1.13907993836422	-1.27606492153409e-06	0.999998981847501	0.999999999882353
CLNS1A	4298.77363651166	-4.68352004677038e-08	0.116976360677883	-4.00381754025272e-07	0.99999968054158	0.999999999882353
CLOCK	1401.73905453592	-4.29147748049924e-08	0.135019742819	-3.17840738761601e-07	0.999999746399782	0.999999999882353
CLP1	650.603176199042	-2.89524384421062e-08	0.10773102163686	-2.68747460129906e-07	0.999999785570551	0.999999999882353
CLPB	846.870801981059	-2.7699828083603e-08	0.101703788012217	-2.72357879927497e-07	0.999999782689853	0.999999999882353
CLPP	1320.30394969921	-2.85359403202657e-08	0.0996293738019914	-2.86420954295863e-07	0.999999771469143	0.999999999882353
CLPTM1	3433.6605034953	-1.7605316859957e-08	0.0768304049014708	-2.29145178689797e-07	0.9999998171686	0.999999999882353
CLPTM1L	4460.89945803119	-2.19508745696754e-08	0.0831977178372855	-2.63839864124711e-07	0.999999789486246	0.999999999882353
CLPTM1L.1	319.395926709405	-1.35928298630277e-07	0.257747493496302	-5.27370011581615e-07	0.99999957921961	0.999999999882353
CLPX	1700.82770437654	-3.08181479792329e-08	0.104849461627204	-2.93927574838753e-07	0.999999765479726	0.999999999882353
CLSPN	1599.40987948184	-3.54873955946813e-08	0.116228518804056	-3.05324338293493e-07	0.999999756386424	0.999999999882353
CLSTN1	8189.88854177032	-1.20207894022383e-08	0.0625838463662907	-1.92074953844847e-07	0.99999984674636	0.999999999882353
CLSTN3	792.42460629847	-3.79535353492406e-08	0.130293683479879	-2.91292212604471e-07	0.999999767582441	0.999999999882353
CLTA	4304.94075491282	-3.77551271294491e-08	0.105319540790353	-3.58481691489745e-07	0.999999713972993	0.999999999882353
CLTB	1724.51029287511	-1.00319134327269e-07	0.182400050908869	-5.49995100480482e-07	0.999999561167401	0.999999999882353
CLTC	19523.8961323892	-2.77127012430556e-08	0.0915710377329124	-3.0263609465567e-07	0.999999758531332	0.999999999882353
CLU	596.254068734993	-9.17918540119362e-08	0.210959838411115	-4.35115303004043e-07	0.999999652828218	0.999999999882353
CLUAP1	695.92190668475	-4.87475307270843e-08	0.140809761969118	-3.46194255606904e-07	0.999999723776948	0.999999999882353
CLUH	3164.5398163543	-1.48964819296352e-08	0.07057803459697	-2.11063994834942e-07	0.999999831595297	0.999999999882353
CLYBL	37.6704744458522	-4.32363850972908e-07	0.554230807922944	-7.80115152012661e-07	0.999999377558165	0.999999999882353
CMAS	1605.58671659826	-2.3661969560348e-08	0.09166846016406	-2.58125526686059e-07	0.999999794045628	0.999999999882353
CMBL	1193.55626476155	-2.86523331183199e-08	0.104816162247952	-2.73357967929986e-07	0.999999781891898	0.999999999882353
CMC1	567.213389896153	-3.99658530388855e-08	0.126526534019434	-3.15869341941721e-07	0.999999747972729	0.999999999882353
CMC2	860.916617893362	-6.01700624407074e-08	0.148468921981696	-4.05270420486553e-07	0.999999676640989	0.999999999882353
CMC4	177.982370715949	-1.69397108510802e-07	0.270801139237675	-6.25540605138026e-07	0.999999500890809	0.999999999882353
CMIP	1009.25759598898	-2.44984240230684e-08	0.0966001487330292	-2.53606483472131e-07	0.999999797651302	0.999999999882353
CMPK1	3969.0313088369	-3.11179783038699e-08	0.101389543200796	-3.06915065612264e-07	0.999999755117208	0.999999999882353
CMSS1	2116.03046509048	-2.87911152348196e-08	0.0992503775822002	-2.90085699784613e-07	0.999999768545099	0.999999999882353
CMTM1	39.2215289729091	-2.55348876069638e-07	0.515121853296023	-4.95705772208616e-07	0.999999604484018	0.999999999882353
CMTM3	1172.25123862893	-2.61084025958697e-08	0.100121623537399	-2.60766872064527e-07	0.999999791938139	0.999999999882353
CMTM4	1033.54312396457	-3.39494903041362e-08	0.118700150020697	-2.86010508817526e-07	0.999999771796631	0.999999999882353
CMTM6	7263.72350658046	-9.30010583817839e-09	0.0552173219334086	-1.68427325204112e-07	0.999999865614438	0.999999999882353
CMTR1	2319.4342289626	-1.61271873978553e-08	0.0770625477788218	-2.09273997067189e-07	0.999999833023509	0.999999999882353
CMTR2	316.773438980832	-1.80411731540166e-07	0.333331742207245	-5.41237778153143e-07	0.999999568154733	0.999999999882353
CMTR2.1	309.956901277889	-2.85684959469716e-07	0.348952225704103	-8.18693615990761e-07	0.999999346777004	0.999999999882353
CMYA5	23.7339238699808	-2.69035534867575e-07	0.521399966987687	-5.15986865940727e-07	0.999999588302046	0.999999999882353
CNBD2	18.6400697669864	-8.29487995929094e-07	0.865970600155164	-9.57870851251148e-07	0.999999235729637	0.999999999882353
CNBP	11126.7158728599	-2.03441149449804e-08	0.0763716777924727	-2.66382977735047e-07	0.999999787457135	0.999999999882353
CNDP1	6.76466392731388	-5.56852164450716e-07	0.986727563261476	-5.64342362759308e-07	0.999999549719942	0.999999999882353
CNDP2	3127.63175453503	-2.21409775909185e-08	0.0873836116617485	-2.53376773629175e-07	0.999999797834584	0.999999999882353
CNEP1R1	380.579856012717	-4.1055278088329e-08	0.137527084467377	-2.98525037794048e-07	0.999999761811481	0.999999999882353
CNGB1	5.93776143020174	-6.92500649141624e-07	1.12432666589447	-6.15924775377177e-07	0.999999508563131	0.999999999882353
CNIH1	3188.56686770812	-1.6542225566826e-08	0.075315803455379	-2.19638174299322e-07	0.999999824754092	0.999999999882353
CNIH2	226.275027381497	-1.00502778269641e-07	0.214388707232825	-4.68787650090617e-07	0.999999625961572	0.999999999882353
CNIH4	1555.5226745254	-6.46274139892626e-08	0.147191885677409	-4.3906913544747e-07	0.999999649673516	0.999999999882353
CNKSR1	20.5651085010931	-5.80205093690073e-07	0.679290105519406	-8.54134469169738e-07	0.999999318499294	0.999999999882353
CNN2	3590.46079462019	-7.77093248163377e-08	0.164215363010046	-4.73215924453935e-07	0.99999962242832	0.999999999882353
CNN3	7094.08187938841	-5.31074175837899e-08	0.122365433284353	-4.34006697466423e-07	0.999999653712757	0.999999999882353
CNNM2	450.054320802351	-3.62782162858269e-08	0.127953531697735	-2.83526494380218e-07	0.999999773778588	0.999999999882353
CNNM3	503.83270987412	-3.89280379733952e-08	0.135264510962226	-2.8779195441934e-07	0.999999770375243	0.999999999882353
CNNM4	513.761596656626	-3.58164243009904e-08	0.125603450411967	-2.8515478025099e-07	0.999999772479403	0.999999999882353
CNOT1	7725.42604380049	-3.66796363095744e-08	0.110944902002357	-3.30611282245265e-07	0.999999736210362	0.999999999882353
CNOT10	1365.46673822575	-2.80078338880364e-08	0.100437041581771	-2.78859606445436e-07	0.999999777502225	0.999999999882353
CNOT11	1928.9860541171	-1.39261421482117e-08	0.070858168623897	-1.96535451291851e-07	0.999999843187398	0.999999999882353
CNOT2	2070.88455085844	-3.74845326265314e-08	0.117033493423067	-3.20288932083979e-07	0.999999744446406	0.999999999882353
CNOT3	1432.41158910727	-1.54880489666814e-08	0.0748250774558741	-2.06990082647292e-07	0.999999834845809	0.999999999882353
CNOT3.1	14.0087426486953	-6.74642215138181e-07	0.736179253842301	-9.16410251466688e-07	0.999999268810409	0.999999999882353
CNOT3.2	11.7967527784432	-7.14628963087038e-07	0.842071397530877	-8.48656022734502e-07	0.999999322870462	0.999999999882353
CNOT3.3	11.7967527784432	-7.14628963087038e-07	0.842071397530877	-8.48656022734502e-07	0.999999322870462	0.999999999882353
CNOT3.4	61.8598741465075	-3.21935443772385e-07	0.460919677739424	-6.98463223248168e-07	0.999999442706978	0.999999999882353
CNOT3.5	11.7967527784432	-7.14628963087038e-07	0.842071397530877	-8.48656022734502e-07	0.999999322870462	0.999999999882353
CNOT3.6	11.7967527784432	-7.14628963087038e-07	0.842071397530877	-8.48656022734502e-07	0.999999322870462	0.999999999882353
CNOT3.7	11.7967527784432	-7.14628963087038e-07	0.842071397530877	-8.48656022734502e-07	0.999999322870462	0.999999999882353
CNOT3.8	11.7967527784432	-7.14628963087038e-07	0.842071397530877	-8.48656022734502e-07	0.999999322870462	0.999999999882353
CNOT4	771.110032902659	-3.27675603279917e-08	0.119755369022062	-2.73620803773357e-07	0.999999781682185	0.999999999882353
CNOT6	1917.006964405	-2.79721846963386e-08	0.103980926872248	-2.69012650086351e-07	0.99999978535896	0.999999999882353
CNOT6L	543.557014089856	-3.60830355132326e-08	0.128329726648552	-2.81174412628891e-07	0.999999775655277	0.999999999882353
CNOT7	2877.4370934891	-1.19361392573033e-08	0.0641162463221969	-1.86164037072941e-07	0.999999851462589	0.999999999882353
CNOT8	1892.79542947372	-2.16344067940037e-08	0.0877872180632743	-2.46441421328675e-07	0.999999803368195	0.999999999882353
CNOT9	2150.94484125675	-1.57429642385118e-08	0.0749320216855265	-2.10096616698554e-07	0.999999832367153	0.999999999882353
CNP	6844.69620662101	-2.28120716079724e-08	0.0845608282131708	-2.6977114687743e-07	0.999999784753767	0.999999999882353
CNPPD1	1179.8410878255	-5.08634771618789e-08	0.139041179176036	-3.65815922040492e-07	0.999999708121124	0.999999999882353
CNPY2	2430.36384847172	-2.83374528507056e-08	0.0955249193287941	-2.96649848540242e-07	0.999999763307666	0.999999999882353
CNPY3	1495.74024358861	-3.76508081409895e-08	0.116838223135337	-3.22247353054808e-07	0.999999742883812	0.999999999882353
CNPY4	423.916214666856	-6.13941178257517e-08	0.161924350341789	-3.79153090292853e-07	0.999999697479603	0.999999999882353
CNST	1453.39401846822	-5.10456728050972e-08	0.139977832504808	-3.6466969013357e-07	0.999999709035684	0.999999999882353
CNTF	46.0312102551061	-2.56458434269246e-07	0.436660061423247	-5.87318275533025e-07	0.999999531387816	0.999999999882353
CNTLN	570.623606029777	-2.94244810163533e-08	0.107473653738169	-2.73783201676926e-07	0.99999978155261	0.999999999882353
CNTNAP1	2481.8644287373	-3.96813707160405e-08	0.126524597075006	-3.13625742609688e-07	0.999999749762862	0.999999999882353
CNTRL	1324.93573042783	-2.1856586170306e-08	0.0898060868768894	-2.43375331565978e-07	0.99999980581458	0.999999999882353
CNTROB	1385.89117004895	-5.43776190784248e-08	0.140736250124685	-3.86379621669961e-07	0.999999691713665	0.999999999882353
COA3	1062.05584363049	-4.50470891775404e-08	0.129450791251989	-3.47986201875365e-07	0.999999722347182	0.999999999882353
COA4	1744.99597197375	-3.68384913868575e-08	0.109480708401427	-3.36483860259506e-07	0.999999731524723	0.999999999882353
COA5	657.477554988116	-4.9741853291382e-08	0.142655266531496	-3.48685712773175e-07	0.999999721789053	0.999999999882353
COA6	759.673550642652	-2.64367141100435e-08	0.100075520080828	-2.64167641484066e-07	0.999999789224717	0.999999999882353
COA7	1709.93404607608	-2.21549053085219e-08	0.0891501370197771	-2.48512296774228e-07	0.999999801715875	0.999999999882353
COBLL1	399.470977445434	-7.25007832771041e-08	0.185100297152366	-3.91683775728489e-07	0.999999687481563	0.999999999882353
COG1	911.581811748553	-2.54683106560376e-08	0.0994952717211492	-2.55975085202203e-07	0.999999795761432	0.999999999882353
COG2	1018.24479929643	-2.20969363402632e-08	0.0916613518668873	-2.410714645836e-07	0.9999998076528	0.999999999882353
COG3	1043.4253210953	-3.89807437894911e-08	0.126432652288915	-3.08312315559237e-07	0.999999754002364	0.999999999882353
COG4	2202.97337733877	-2.31860441728999e-08	0.0891562165257221	-2.60060880513145e-07	0.999999792501439	0.999999999882353
COG5	1058.88054245706	-2.03982264196209e-08	0.0909196784169136	-2.24354361726672e-07	0.999999820991119	0.999999999882353
COG6	603.164617765072	-3.52233727160167e-08	0.123426464654142	-2.85379418544616e-07	0.999999772300168	0.999999999882353
COG7	650.257968626727	-3.9103928892847e-08	0.124596370772727	-3.13844846766649e-07	0.999999749588042	0.999999999882353
COG8	1036.79776459228	-3.32808272873704e-08	0.109432709539041	-3.04121385896026e-07	0.999999757346242	0.999999999882353
COG8.1	387.30098797597	-4.024534601494e-08	0.131473774597599	-3.06109306879784e-07	0.99999975576011	0.999999999882353
COIL	870.645423261498	-2.17222378851467e-08	0.0921408899169856	-2.35750250564298e-07	0.999999811898515	0.999999999882353
COL12A1	7702.47755328572	-5.84920654428756e-08	0.155378599677463	-3.76448658723236e-07	0.999999699637427	0.999999999882353
COL15A1	726.412890814021	-1.20589195636734e-07	0.303724484008778	-3.97034819337279e-07	0.999999683212048	0.999999999882353
COL16A1	476.792727826029	-4.45798655578258e-08	0.140806341500884	-3.16604103782825e-07	0.999999747386474	0.999999999882353
COL18A1	6168.06893100892	-4.12900905324292e-08	0.13436727076669	-3.07292767776193e-07	0.999999754815845	0.999999999882353
COL1A1	601.228476711795	-1.22950635805732e-07	0.267947700876341	-4.58860573923994e-07	0.999999633882232	0.999999999882353
COL1A2	104.073503517834	-2.84191336875586e-07	0.541190438889884	-5.25122612030125e-07	0.999999581012775	0.999999999882353
COL27A1	2014.14388109122	-4.79686400367101e-08	0.141915416504355	-3.38008661907694e-07	0.999999730308107	0.999999999882353
COL4A2	10797.005996305	-2.39910439104795e-08	0.0840977384556842	-2.85275732154458e-07	0.999999772382898	0.999999999882353
